state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,state_name,tmin,tmedian,tmean,tmax
AL,16000.0,71,1136000.0,159000.0,0.72,818000.0,1998,Alabama,9.1,18.2,18.8,28.1
AL,17000.0,68,1156000.0,185000.0,0.56,647000.0,1999,Alabama,8.7,18.8,18.3,28.2
AL,16000.0,78,1248000.0,187000.0,0.59,736000.0,2000,Alabama,4.2,17.2,17.9,28.1
AL,14000.0,73,1022000.0,235000.0,0.72,736000.0,2001,Alabama,5.4,17.4,17.7,27.1
AL,12000.0,86,1032000.0,103000.0,1.18,1218000.0,2002,Alabama,7.7,19.9,18.0,27.4
AL,13000.0,82,1066000.0,43000.0,1.24,1322000.0,2003,Alabama,4.8,17.8,17.5,26.9
AL,12000.0,87,1044000.0,282000.0,1.41,1472000.0,2004,Alabama,7.0,18.6,17.8,26.8
AL,13000.0,66,858000.0,266000.0,1.02,875000.0,2005,Alabama,6.6,17.3,17.9,27.5
AL,11000.0,72,792000.0,230000.0,1.21,958000.0,2006,Alabama,8.0,18.6,18.3,28.5
AL,11000.0,56,616000.0,209000.0,1.49,918000.0,2007,Alabama,7.5,17.8,18.4,29.6
AL,9000.0,66,594000.0,214000.0,1.9,1129000.0,2008,Alabama,6.4,17.2,17.6,27.2
AL,9000.0,50,450000.0,68000.0,1.86,837000.0,2009,Alabama,7.3,17.2,17.6,26.9
AL,9000.0,54,486000.0,73000.0,2.4,1166000.0,2010,Alabama,4.6,18.3,17.5,28.8
AL,9000.0,50,450000.0,63000.0,2.51,1130000.0,2011,Alabama,5.3,17.7,18.1,28.3
AL,8000.0,54,432000.0,65000.0,2.47,1067000.0,2012,Alabama,10.3,18.5,18.7,28.1
AR,53000.0,65,3445000.0,1688000.0,0.59,2033000.0,1998,Arkansas,6.7,16.7,17.5,29.1
AR,52000.0,89,4628000.0,2592000.0,0.53,2453000.0,1999,Arkansas,6.0,17.3,17.0,27.9
AR,52000.0,93,4836000.0,3337000.0,0.57,2757000.0,2000,Arkansas,-0.1,16.6,16.4,29.2
AR,50000.0,98,4900000.0,1617000.0,0.65,3185000.0,2001,Arkansas,2.9,17.1,16.5,28.1
AR,45000.0,88,3960000.0,871000.0,1.26,4990000.0,2002,Arkansas,5.9,17.0,16.2,27.4
AR,40000.0,75,3000000.0,810000.0,1.26,3780000.0,2003,Arkansas,2.8,17.1,16.0,27.6
AR,40000.0,57,2280000.0,388000.0,0.87,1984000.0,2004,Arkansas,4.9,17.6,16.4,25.9
AR,36000.0,69,2484000.0,571000.0,0.97,2409000.0,2005,Arkansas,4.5,16.4,16.9,28.3
AR,32000.0,76,2432000.0,730000.0,0.89,2164000.0,2006,Arkansas,5.0,17.6,16.9,28.3
AR,28000.0,80,2240000.0,672000.0,0.95,2128000.0,2007,Arkansas,4.4,16.8,16.8,29.2
AR,28000.0,75,2100000.0,525000.0,1.35,2835000.0,2008,Arkansas,3.9,15.5,15.8,27.3
AR,24000.0,57,1368000.0,301000.0,1.42,1943000.0,2009,Arkansas,3.5,14.8,15.8,26.4
AR,25000.0,60,1500000.0,360000.0,1.47,2205000.0,2010,Arkansas,2.5,17.5,16.5,29.3
AR,22000.0,64,1408000.0,239000.0,1.62,2281000.0,2011,Arkansas,3.1,17.0,16.9,29.7
AR,25000.0,63,1575000.0,189000.0,1.98,3119000.0,2012,Arkansas,7.1,17.6,17.8,29.4
AZ,55000.0,60,3300000.0,1485000.0,0.64,2112000.0,1998,Arizona,5.6,13.8,15.3,27.6
AZ,52000.0,62,3224000.0,1548000.0,0.62,1999000.0,1999,Arizona,5.3,15.1,16.0,26.0
AZ,40000.0,59,2360000.0,1322000.0,0.73,1723000.0,2000,Arizona,6.5,16.1,16.5,27.7
AZ,43000.0,59,2537000.0,1142000.0,0.72,1827000.0,2001,Arizona,4.2,16.1,16.3,26.8
AZ,38000.0,63,2394000.0,1197000.0,1.08,2586000.0,2002,Arizona,4.8,16.1,16.3,28.2
AZ,35000.0,72,2520000.0,983000.0,1.34,3377000.0,2003,Arizona,5.8,16.4,16.7,29.0
AZ,32000.0,55,1760000.0,774000.0,1.11,1954000.0,2004,Arizona,5.5,15.0,15.8,27.0
AZ,36000.0,50,1800000.0,720000.0,1.04,1872000.0,2005,Arizona,6.3,15.6,16.3,28.4
AZ,30000.0,65,1950000.0,839000.0,0.91,1775000.0,2006,Arizona,5.1,15.3,16.2,28.2
AZ,30000.0,64,1920000.0,902000.0,1.26,2419000.0,2007,Arizona,3.6,16.0,16.4,28.0
AZ,25000.0,64,1600000.0,336000.0,1.26,2016000.0,2008,Arizona,4.0,15.8,15.9,27.2
AZ,20000.0,52,1040000.0,562000.0,1.45,1508000.0,2009,Arizona,3.6,14.5,16.2,28.5
AZ,24000.0,77,1848000.0,665000.0,1.52,2809000.0,2010,Arizona,5.3,15.2,15.8,27.9
AZ,23000.0,53,1219000.0,427000.0,1.55,1889000.0,2011,Arizona,4.0,16.0,15.8,28.1
AZ,22000.0,46,1012000.0,253000.0,1.79,1811000.0,2012,Arizona,5.4,16.7,16.8,27.2
CA,450000.0,83,37350000.0,12326000.0,0.62,23157000.0,1998,California,5.5,12.3,13.9,25.1
CA,465000.0,60,27900000.0,9486000.0,0.55,15345000.0,1999,California,7.2,13.9,14.5,23.0
CA,440000.0,70,30800000.0,11396000.0,0.59,18172000.0,2000,California,7.7,14.6,15.0,23.9
CA,460000.0,61,28060000.0,7857000.0,0.69,19361000.0,2001,California,5.8,14.6,15.2,24.4
CA,470000.0,50,23500000.0,3525000.0,1.32,31020000.0,2002,California,5.8,14.3,15.0,25.2
CA,480000.0,67,32160000.0,6432000.0,1.39,44702000.0,2003,California,6.7,14.1,15.4,25.9
CA,390000.0,45,17550000.0,5792000.0,1.05,18428000.0,2004,California,6.5,14.4,15.1,24.5
CA,400000.0,75,30000000.0,9300000.0,0.86,25800000.0,2005,California,6.8,13.7,14.9,25.7
CA,380000.0,52,19760000.0,7706000.0,0.97,19167000.0,2006,California,6.7,13.4,14.9,26.3
CA,340000.0,40,13600000.0,3672000.0,1.04,14144000.0,2007,California,5.2,14.2,15.1,25.0
CA,360000.0,51,18360000.0,4039000.0,1.39,25520000.0,2008,California,5.1,14.6,15.1,24.7
CA,355000.0,33,11715000.0,2109000.0,1.39,16284000.0,2009,California,5.4,13.6,15.0,25.3
CA,410000.0,67,27470000.0,6318000.0,1.55,42579000.0,2010,California,7.3,12.5,14.4,24.5
CA,370000.0,48,17760000.0,3730000.0,1.65,29304000.0,2011,California,6.3,13.3,14.3,24.0
CA,330000.0,35,11550000.0,3119000.0,1.94,22407000.0,2012,California,6.1,15.1,15.4,25.4
CO,27000.0,72,1944000.0,1594000.0,0.7,1361000.0,1998,Colorado,-3.4,6.5,7.8,20.6
CO,27000.0,76,2052000.0,1436000.0,0.68,1395000.0,1999,Colorado,-2.7,6.9,8.0,20.2
CO,29000.0,60,1740000.0,957000.0,0.62,1079000.0,2000,Colorado,-3.9,8.1,8.2,21.0
CO,26000.0,55,1430000.0,529000.0,0.71,1015000.0,2001,Colorado,-4.4,8.1,8.1,21.3
CO,24000.0,60,1440000.0,576000.0,1.29,1858000.0,2002,Colorado,-4.0,7.2,7.7,21.8
CO,24000.0,86,2064000.0,722000.0,1.4,2890000.0,2003,Colorado,-3.4,8.9,8.3,22.5
CO,23000.0,80,1840000.0,791000.0,1.35,2484000.0,2004,Colorado,-3.6,7.4,7.6,19.0
CO,28000.0,70,1960000.0,902000.0,0.97,1901000.0,2005,Colorado,-3.7,7.5,8.1,21.2
CO,36000.0,75,2700000.0,1458000.0,1.04,2808000.0,2006,Colorado,-3.2,7.6,8.0,21.0
CO,31000.0,51,1581000.0,838000.0,1.15,1818000.0,2007,Colorado,-7.1,7.5,7.8,21.0
CO,27000.0,45,1215000.0,656000.0,1.51,1835000.0,2008,Colorado,-6.5,6.6,7.1,20.8
CO,28000.0,53,1484000.0,326000.0,1.43,2122000.0,2009,Colorado,-7.0,5.1,7.2,19.5
CO,34000.0,56,1904000.0,533000.0,1.52,2894000.0,2010,Colorado,-4.4,7.9,7.8,20.5
CO,31000.0,55,1705000.0,443000.0,2.0,3410000.0,2011,Colorado,-4.8,7.1,7.4,21.2
CO,25000.0,48,1200000.0,468000.0,2.07,2484000.0,2012,Colorado,-3.8,8.4,9.0,21.6
FL,230000.0,98,22540000.0,4508000.0,0.64,14426000.0,1998,Florida,16.2,23.1,23.0,29.0
FL,228000.0,102,23256000.0,4186000.0,0.53,12326000.0,1999,Florida,16.0,23.1,22.3,28.6
FL,232000.0,105,24360000.0,2923000.0,0.54,13154000.0,2000,Florida,14.5,21.4,22.0,28.1
FL,220000.0,100,22000000.0,3432000.0,0.64,14080000.0,2001,Florida,12.4,22.1,22.2,27.8
FL,220000.0,93,20460000.0,2026000.0,1.14,23324000.0,2002,Florida,15.2,24.3,22.4,27.8
FL,210000.0,71,14910000.0,1491000.0,1.32,19681000.0,2003,Florida,12.1,22.6,22.2,27.7
FL,205000.0,98,20090000.0,2009000.0,1.02,20492000.0,2004,Florida,14.6,22.4,22.1,28.0
FL,160000.0,86,13760000.0,2477000.0,0.87,11971000.0,2005,Florida,14.8,22.0,22.1,28.8
FL,170000.0,81,13770000.0,1790000.0,1.0,13770000.0,2006,Florida,15.3,22.9,22.4,28.5
FL,160000.0,71,11360000.0,1363000.0,0.99,11246000.0,2007,Florida,15.2,22.4,22.6,29.1
FL,150000.0,79,11850000.0,1304000.0,1.32,15642000.0,2008,Florida,15.3,21.9,22.1,27.8
FL,170000.0,68,11560000.0,1618000.0,1.42,16415000.0,2009,Florida,14.8,22.9,22.3,28.2
FL,200000.0,69,13800000.0,1794000.0,1.56,21528000.0,2010,Florida,11.2,22.2,21.3,28.9
FL,180000.0,61,10980000.0,988000.0,1.68,18446000.0,2011,Florida,13.6,22.6,22.6,29.1
FL,193000.0,64,12352000.0,1235000.0,1.84,22728000.0,2012,Florida,16.0,22.8,22.7,28.1
GA,75000.0,56,4200000.0,307000.0,0.69,2898000.0,1998,Georgia,10.1,18.5,19.2,28.3
GA,65000.0,51,3315000.0,497000.0,0.64,2122000.0,1999,Georgia,9.3,19.1,18.5,28.2
GA,55000.0,57,3135000.0,376000.0,0.63,1975000.0,2000,Georgia,5.3,17.2,17.9,27.6
GA,55000.0,57,3135000.0,188000.0,0.7,2195000.0,2001,Georgia,6.7,17.6,18.2,26.8
GA,50000.0,52,2600000.0,52000.0,1.13,2938000.0,2002,Georgia,8.1,20.5,18.5,27.6
GA,52000.0,65,3380000.0,270000.0,1.28,4326000.0,2003,Georgia,6.2,18.1,18.0,26.8
GA,63000.0,49,3087000.0,648000.0,1.2,3704000.0,2004,Georgia,7.7,18.8,18.3,27.2
GA,59000.0,49,2891000.0,434000.0,0.89,2573000.0,2005,Georgia,7.7,17.8,18.2,27.6
GA,63000.0,74,4662000.0,746000.0,1.2,5594000.0,2006,Georgia,9.0,18.7,18.6,28.1
GA,60000.0,58,3480000.0,522000.0,1.19,4141000.0,2007,Georgia,8.6,18.5,18.8,29.0
GA,65000.0,71,4615000.0,369000.0,1.52,7015000.0,2008,Georgia,7.6,17.4,18.1,27.0
GA,65000.0,41,2665000.0,346000.0,1.47,3918000.0,2009,Georgia,8.4,17.8,18.0,27.1
GA,55000.0,46,2530000.0,152000.0,1.67,4225000.0,2010,Georgia,5.0,18.7,17.8,28.5
GA,65000.0,43,2795000.0,196000.0,1.65,4612000.0,2011,Georgia,6.0,18.2,18.7,28.4
GA,59000.0,51,3009000.0,181000.0,1.92,5777000.0,2012,Georgia,10.5,18.8,19.1,28.3
HI,8000.0,118,944000.0,66000.0,0.77,727000.0,1998,Hawaii,21.0,22.4,22.6,24.5
HI,8000.0,80,640000.0,32000.0,0.8,512000.0,1999,Hawaii,20.9,22.8,22.6,24.2
HI,7000.0,112,784000.0,125000.0,0.82,643000.0,2000,Hawaii,20.7,23.1,22.9,24.8
HI,8000.0,87,696000.0,84000.0,0.87,606000.0,2001,Hawaii,21.2,23.1,23.1,25.0
HI,7000.0,136,952000.0,29000.0,1.11,1057000.0,2002,Hawaii,20.6,23.3,23.1,25.0
HI,7000.0,114,798000.0,43000.0,1.45,1157000.0,2003,Hawaii,21.1,23.4,23.3,25.2
HI,8000.0,96,768000.0,77000.0,1.59,1221000.0,2004,Hawaii,21.6,23.6,23.4,25.3
HI,9000.0,131,1179000.0,283000.0,1.43,1686000.0,2005,Hawaii,21.2,23.6,23.3,25.2
HI,10000.0,93,930000.0,233000.0,1.21,1125000.0,2006,Hawaii,20.8,23.1,23.0,24.8
HI,10000.0,92,920000.0,285000.0,1.7,1564000.0,2007,Hawaii,21.0,23.1,23.0,24.6
HI,10000.0,90,900000.0,225000.0,1.59,1431000.0,2008,Hawaii,20.9,22.9,22.8,24.3
HI,10000.0,95,950000.0,323000.0,1.76,1672000.0,2009,Hawaii,20.2,23.2,22.8,25.0
HI,10000.0,77,770000.0,239000.0,2.75,2118000.0,2010,Hawaii,21.1,23.0,22.8,24.1
HI,9000.0,74,666000.0,246000.0,3.65,2431000.0,2011,Hawaii,21.5,22.9,22.9,24.2
HI,10000.0,75,750000.0,263000.0,4.15,3113000.0,2012,Hawaii,21.0,22.7,22.7,24.1
IA,50000.0,78,3900000.0,2301000.0,0.7,2730000.0,1998,Iowa,-4.3,11.2,11.1,24.0
IA,40000.0,65,2600000.0,2028000.0,0.65,1690000.0,1999,Iowa,-7.8,10.7,10.4,25.7
IA,30000.0,67,2010000.0,1206000.0,0.68,1367000.0,2000,Iowa,-11.6,11.5,9.8,23.5
IA,33000.0,51,1683000.0,875000.0,0.75,1262000.0,2001,Iowa,-7.3,11.2,10.1,24.7
IA,33000.0,70,2310000.0,901000.0,1.43,3303000.0,2002,Iowa,-1.5,9.1,10.1,25.5
IA,32000.0,59,1888000.0,868000.0,1.42,2681000.0,2003,Iowa,-6.6,11.2,9.5,24.2
IA,35000.0,67,2345000.0,1337000.0,1.06,2486000.0,2004,Iowa,-7.4,11.2,9.7,22.2
IA,28000.0,88,2464000.0,1232000.0,1.21,2981000.0,2005,Iowa,-6.7,12.0,10.4,24.5
IA,26000.0,84,2184000.0,1441000.0,1.37,2992000.0,2006,Iowa,-3.4,10.9,10.8,25.2
IA,26000.0,81,2106000.0,1221000.0,1.31,2759000.0,2007,Iowa,-8.5,11.1,10.0,24.2
IA,24000.0,62,1488000.0,580000.0,1.58,2351000.0,2008,Iowa,-7.9,9.5,8.4,23.7
IA,26000.0,42,1092000.0,339000.0,1.6,1747000.0,2009,Iowa,-9.6,8.2,8.8,21.2
IA,27000.0,49,1323000.0,463000.0,1.92,2540000.0,2010,Iowa,-9.6,12.9,9.6,24.5
IA,25000.0,62,1550000.0,961000.0,1.96,3038000.0,2011,Iowa,-9.0,10.7,9.7,26.4
IA,37000.0,61,2257000.0,1196000.0,2.17,4898000.0,2012,Iowa,-2.6,11.5,11.7,27.3
ID,120000.0,50,6000000.0,2220000.0,0.65,3900000.0,1998,Idaho,-6.0,5.4,6.4,20.3
ID,120000.0,48,5760000.0,3110000.0,0.59,3398000.0,1999,Idaho,-4.2,5.5,6.1,18.2
ID,100000.0,47,4700000.0,2679000.0,0.52,2444000.0,2000,Idaho,-5.1,6.7,6.2,19.0
ID,100000.0,46,4600000.0,1610000.0,0.67,3082000.0,2001,Idaho,-6.2,5.4,6.4,19.9
ID,100000.0,57,5700000.0,1653000.0,1.37,7809000.0,2002,Idaho,-5.6,4.8,5.8,20.4
ID,100000.0,46,4600000.0,1380000.0,1.33,6118000.0,2003,Idaho,-3.4,6.8,7.1,21.2
ID,100000.0,63,6300000.0,2520000.0,1.02,6426000.0,2004,Idaho,-6.0,6.7,6.4,18.9
ID,95000.0,37,3515000.0,1793000.0,0.8,2812000.0,2005,Idaho,-5.8,6.1,6.1,19.3
ID,95000.0,44,4180000.0,2592000.0,0.97,4055000.0,2006,Idaho,-4.7,5.7,6.4,21.1
ID,92000.0,41,3772000.0,1848000.0,1.15,4338000.0,2007,Idaho,-7.1,5.8,6.7,22.1
ID,90000.0,40,3600000.0,1440000.0,1.46,5256000.0,2008,Idaho,-7.6,4.4,5.5,19.1
ID,103000.0,46,4738000.0,1706000.0,1.52,7202000.0,2009,Idaho,-7.6,4.1,5.7,18.7
ID,97000.0,27,2619000.0,1179000.0,1.61,4217000.0,2010,Idaho,-3.9,5.4,5.9,17.8
ID,87000.0,36,3132000.0,1879000.0,1.78,5575000.0,2011,Idaho,-5.2,4.6,5.4,18.8
ID,92000.0,32,2944000.0,530000.0,1.63,4799000.0,2012,Idaho,-4.0,6.4,7.0,20.2
IL,9000.0,71,639000.0,204000.0,1.19,760000.0,1998,Illinois,0.2,12.8,13.2,24.6
IL,9000.0,66,594000.0,327000.0,1.15,683000.0,1999,Illinois,-3.6,12.7,12.3,26.4
IL,8000.0,61,488000.0,146000.0,1.17,571000.0,2000,Illinois,-7.6,12.9,11.6,24.2
IL,6000.0,76,456000.0,251000.0,1.58,720000.0,2001,Illinois,-3.1,13.4,12.2,24.9
IL,9000.0,80,720000.0,130000.0,1.47,1058000.0,2002,Illinois,0.4,11.8,12.1,26.2
IL,7000.0,60,420000.0,252000.0,1.83,769000.0,2003,Illinois,-4.8,12.4,11.3,24.7
IL,7000.0,55,385000.0,193000.0,1.86,716000.0,2004,Illinois,-3.9,12.9,11.8,23.2
IL,8000.0,85,680000.0,408000.0,1.84,1251000.0,2005,Illinois,-2.9,13.3,12.4,25.1
IL,10000.0,66,660000.0,356000.0,2.14,1412000.0,2006,Illinois,-0.4,12.6,12.6,25.6
IL,9000.0,63,567000.0,374000.0,2.49,1412000.0,2007,Illinois,-5.4,13.0,12.4,26.2
IL,8000.0,56,448000.0,116000.0,2.59,1160000.0,2008,Illinois,-3.1,11.8,10.8,24.1
IL,8000.0,34,272000.0,57000.0,2.55,694000.0,2009,Illinois,-6.1,10.7,11.1,22.9
IL,9000.0,41,369000.0,92000.0,2.78,1026000.0,2010,Illinois,-5.3,14.5,12.0,25.8
IL,7000.0,50,350000.0,98000.0,3.9,1365000.0,2011,Illinois,-4.8,12.6,12.1,27.1
IL,7000.0,61,427000.0,145000.0,3.55,1516000.0,2012,Illinois,0.1,12.9,13.5,28.2
IN,9000.0,92,828000.0,489000.0,0.85,704000.0,1998,Indiana,1.7,12.6,13.2,23.9
IN,10000.0,81,810000.0,437000.0,0.9,729000.0,1999,Indiana,-2.5,12.4,12.3,26.3
IN,8000.0,65,520000.0,286000.0,1.03,536000.0,2000,Indiana,-6.7,12.6,11.4,23.0
IN,7000.0,76,532000.0,186000.0,0.92,489000.0,2001,Indiana,-2.6,13.2,12.3,24.0
IN,8000.0,62,496000.0,233000.0,1.19,590000.0,2002,Indiana,0.0,12.0,12.3,25.9
IN,5000.0,56,280000.0,78000.0,1.66,465000.0,2003,Indiana,-5.3,12.1,11.2,24.0
IN,7000.0,59,413000.0,145000.0,1.47,607000.0,2004,Indiana,-3.8,12.6,11.8,23.1
IN,8000.0,64,512000.0,189000.0,1.18,604000.0,2005,Indiana,-2.6,13.0,12.1,24.8
IN,7000.0,54,378000.0,125000.0,1.58,597000.0,2006,Indiana,0.0,12.3,12.4,24.9
IN,8000.0,53,424000.0,119000.0,1.5,636000.0,2007,Indiana,-6.2,13.1,12.4,25.7
IN,7000.0,67,469000.0,150000.0,1.68,788000.0,2008,Indiana,-2.0,12.0,11.1,23.8
IN,9000.0,32,288000.0,101000.0,2.02,582000.0,2009,Indiana,-5.6,10.9,11.2,22.7
IN,10000.0,43,430000.0,151000.0,2.23,959000.0,2010,Indiana,-4.3,14.1,12.0,25.5
IN,8000.0,51,408000.0,147000.0,2.14,873000.0,2011,Indiana,-4.3,12.3,12.2,26.8
IN,8000.0,59,472000.0,203000.0,2.54,1199000.0,2012,Indiana,0.4,12.5,13.3,27.5
KS,16000.0,46,736000.0,390000.0,0.87,640000.0,1998,Kansas,0.5,13.0,13.8,26.9
KS,13000.0,67,871000.0,854000.0,1.11,967000.0,1999,Kansas,-0.0,12.9,13.6,27.4
KS,15000.0,68,1020000.0,520000.0,0.91,928000.0,2000,Kansas,-4.2,13.8,13.3,28.7
KS,13000.0,51,663000.0,530000.0,0.96,636000.0,2001,Kansas,-0.8,14.1,13.5,28.8
KS,17000.0,52,884000.0,407000.0,1.5,1326000.0,2002,Kansas,1.1,12.1,13.2,27.6
KS,16000.0,57,912000.0,447000.0,1.41,1286000.0,2003,Kansas,-0.2,14.2,13.1,28.2
KS,14000.0,80,1120000.0,683000.0,1.18,1322000.0,2004,Kansas,-0.8,13.7,13.1,24.5
KS,16000.0,50,800000.0,328000.0,1.05,840000.0,2005,Kansas,-1.1,13.6,13.5,26.5
KS,14000.0,55,770000.0,246000.0,1.17,901000.0,2006,Kansas,1.5,14.2,14.1,27.8
KS,14000.0,40,560000.0,196000.0,1.18,661000.0,2007,Kansas,-2.7,13.3,13.1,27.9
KS,10000.0,61,610000.0,128000.0,1.55,946000.0,2008,Kansas,-1.2,11.8,12.3,26.4
KS,9000.0,63,567000.0,164000.0,1.85,1049000.0,2009,Kansas,-3.0,10.4,12.3,24.8
KS,9000.0,52,468000.0,103000.0,2.02,945000.0,2010,Kansas,-2.6,14.9,13.2,27.1
KS,7000.0,44,308000.0,117000.0,2.15,662000.0,2011,Kansas,-2.5,13.7,13.2,29.9
KS,6000.0,55,330000.0,125000.0,2.28,752000.0,2012,Kansas,1.5,14.2,14.8,29.7
KY,3000.0,50,150000.0,51000.0,1.4,210000.0,1998,Kentucky,4.8,14.1,14.9,25.0
KY,3000.0,50,150000.0,12000.0,1.24,186000.0,1999,Kentucky,2.9,14.4,14.3,26.9
KY,4000.0,48,192000.0,54000.0,1.35,259000.0,2000,Kentucky,-2.9,14.1,13.5,24.3
KY,4000.0,78,312000.0,125000.0,1.41,440000.0,2001,Kentucky,-0.1,14.7,14.0,25.2
KY,5000.0,54,270000.0,78000.0,1.63,440000.0,2002,Kentucky,2.7,14.7,14.2,26.4
KY,5000.0,48,240000.0,14000.0,1.67,401000.0,2003,Kentucky,-1.9,14.3,13.3,25.0
KY,5000.0,56,280000.0,34000.0,1.96,549000.0,2004,Kentucky,0.3,14.6,13.9,24.1
KY,5000.0,50,250000.0,40000.0,2.08,520000.0,2005,Kentucky,0.8,14.4,14.1,26.1
KY,5000.0,56,280000.0,70000.0,2.19,613000.0,2006,Kentucky,2.3,14.3,14.1,25.7
KY,4000.0,61,244000.0,54000.0,2.12,517000.0,2007,Kentucky,-1.3,14.6,14.6,27.7
KY,4000.0,39,156000.0,27000.0,2.44,381000.0,2008,Kentucky,0.8,13.7,13.3,24.6
KY,5000.0,35,175000.0,25000.0,2.71,474000.0,2009,Kentucky,-1.0,12.9,13.3,23.9
KY,5000.0,67,335000.0,67000.0,2.72,911000.0,2010,Kentucky,-1.5,15.4,13.7,26.4
KY,4000.0,39,156000.0,12000.0,3.17,495000.0,2011,Kentucky,-1.0,14.3,14.2,27.1
