state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,state_name,tmin,tmedian,tmean,tmax
NY,58000.0,64,3712000.0,2376000.0,1.3,4826000.0,2006,New York,-3.5,8.3,9.3,22.5
NY,53000.0,57,3021000.0,1843000.0,1.38,4169000.0,2007,New York,-8.2,9.4,8.2,20.7
NY,50000.0,70,3500000.0,1260000.0,1.65,5775000.0,2008,New York,-4.2,9.0,8.3,21.4
NY,45000.0,65,2925000.0,936000.0,1.93,5645000.0,2009,New York,-8.8,8.2,7.9,20.8
NY,45000.0,64,2880000.0,1123000.0,1.96,5645000.0,2010,New York,-5.0,9.8,9.1,22.7
NY,49000.0,56,2744000.0,1235000.0,1.96,5378000.0,2011,New York,-6.9,9.0,9.0,22.7
NY,51000.0,51,2601000.0,988000.0,2.23,5800000.0,2012,New York,-2.9,9.0,9.9,22.6
OH,18000.0,78,1404000.0,702000.0,0.83,1165000.0,1998,Ohio,2.1,11.7,12.6,23.2
OH,20000.0,74,1480000.0,784000.0,0.72,1066000.0,1999,Ohio,-1.8,11.8,11.7,25.6
OH,18000.0,65,1170000.0,585000.0,0.79,924000.0,2000,Ohio,-5.5,11.8,10.9,21.8
OH,18000.0,81,1458000.0,569000.0,1.01,1473000.0,2001,Ohio,-2.3,12.4,11.7,23.4
OH,18000.0,70,1260000.0,504000.0,1.44,1814000.0,2002,Ohio,-0.5,11.6,11.8,25.0
OH,15000.0,50,750000.0,278000.0,1.4,1050000.0,2003,Ohio,-5.5,11.2,10.6,23.2
OH,16000.0,58,928000.0,353000.0,1.53,1420000.0,2004,Ohio,-4.5,11.6,11.2,22.7
OH,15000.0,69,1035000.0,580000.0,1.4,1449000.0,2005,Ohio,-2.4,12.0,11.4,24.6
OH,14000.0,56,784000.0,282000.0,1.4,1098000.0,2006,Ohio,-0.1,11.6,11.9,24.1
OH,14000.0,61,854000.0,376000.0,1.77,1512000.0,2007,Ohio,-6.6,12.5,11.6,24.4
OH,14000.0,53,742000.0,371000.0,1.68,1247000.0,2008,Ohio,-1.7,11.6,10.8,23.2
OH,11000.0,50,550000.0,132000.0,2.81,1546000.0,2009,Ohio,-5.9,10.6,10.7,22.3
OH,18000.0,62,1116000.0,346000.0,2.28,2544000.0,2010,Ohio,-3.7,13.0,11.4,24.8
OH,15000.0,66,990000.0,228000.0,2.34,2317000.0,2011,Ohio,-4.4,11.6,11.7,25.9
OH,18000.0,60,1080000.0,410000.0,2.46,2657000.0,2012,Ohio,0.3,11.5,12.6,25.9
OK,4000.0,51,204000.0,63000.0,1.24,253000.0,1998,Oklahoma,4.9,16.0,17.1,30.3
OK,6000.0,45,270000.0,49000.0,1.34,362000.0,1999,Oklahoma,4.5,16.3,16.7,29.0
OK,7000.0,35,245000.0,64000.0,1.26,309000.0,2000,Oklahoma,-0.3,16.5,16.1,30.2
OK,4000.0,47,188000.0,105000.0,1.43,269000.0,2001,Oklahoma,2.3,17.0,16.4,30.3
OK,3000.0,53,159000.0,51000.0,1.63,259000.0,2002,Oklahoma,4.8,15.4,15.7,27.9
OK,3000.0,47,141000.0,69000.0,1.84,259000.0,2003,Oklahoma,3.1,16.9,15.9,29.1
OR,50000.0,45,2250000.0,1620000.0,0.9,2025000.0,1998,Oregon,-1.0,7.6,8.9,20.4
OR,45000.0,57,2565000.0,2026000.0,0.8,2052000.0,1999,Oregon,1.0,7.9,8.5,18.1
OR,48000.0,51,2448000.0,1665000.0,0.66,1616000.0,2000,Oregon,0.2,8.8,8.7,18.4
OR,44000.0,44,1936000.0,1200000.0,0.74,1433000.0,2001,Oregon,-0.0,7.6,8.9,19.6
OR,43000.0,49,2107000.0,885000.0,1.35,2844000.0,2002,Oregon,-0.0,7.7,8.8,20.3
OR,42000.0,51,2142000.0,964000.0,1.27,2720000.0,2003,Oregon,1.2,8.4,9.6,21.0
OR,42000.0,54,2268000.0,1111000.0,1.21,2744000.0,2004,Oregon,0.0,8.9,9.3,19.8
OR,39000.0,42,1638000.0,557000.0,1.08,1769000.0,2005,Oregon,-0.1,8.2,8.8,19.7
OR,46000.0,48,2208000.0,729000.0,1.05,2318000.0,2006,Oregon,0.4,7.9,9.0,20.7
OR,46000.0,43,1978000.0,1088000.0,1.31,2591000.0,2007,Oregon,-1.1,7.6,8.9,21.0
OR,50000.0,43,2150000.0,1097000.0,1.41,3032000.0,2008,Oregon,-1.9,7.6,8.3,19.1
OR,55000.0,34,1870000.0,767000.0,1.54,2880000.0,2009,Oregon,-2.0,6.9,8.6,19.9
OR,59000.0,39,2301000.0,874000.0,1.63,3751000.0,2010,Oregon,0.9,7.2,8.6,18.5
OR,60000.0,34,2040000.0,755000.0,1.68,3427000.0,2011,Oregon,0.3,6.5,8.1,19.0
OR,60000.0,32,1920000.0,845000.0,2.16,4147000.0,2012,Oregon,0.1,8.6,9.0,19.7
PA,26000.0,66,1716000.0,789000.0,0.8,1373000.0,1998,Pennsylvania,1.4,10.8,11.5,22.0
PA,28000.0,60,1680000.0,790000.0,0.76,1277000.0,1999,Pennsylvania,-2.5,9.9,10.5,24.1
PA,25000.0,45,1125000.0,630000.0,0.76,855000.0,2000,Pennsylvania,-4.9,10.2,9.7,20.4
PA,26000.0,57,1482000.0,785000.0,0.92,1363000.0,2001,Pennsylvania,-2.9,10.7,10.5,22.8
PA,29000.0,57,1653000.0,827000.0,1.34,2215000.0,2002,Pennsylvania,-1.8,10.3,10.7,23.3
PA,27000.0,50,1350000.0,419000.0,1.44,1944000.0,2003,Pennsylvania,-5.9,9.3,9.4,22.4
PA,30000.0,54,1620000.0,810000.0,1.42,2300000.0,2004,Pennsylvania,-6.3,10.1,10.0,21.5
PA,28000.0,56,1568000.0,800000.0,1.12,1756000.0,2005,Pennsylvania,-3.0,10.9,10.2,23.5
PA,28000.0,40,1120000.0,605000.0,1.63,1826000.0,2006,Pennsylvania,-1.0,10.2,10.9,23.3
PA,25000.0,42,1050000.0,326000.0,1.7,1785000.0,2007,Pennsylvania,-6.2,11.1,10.2,22.2
PA,23000.0,48,1104000.0,276000.0,1.65,1822000.0,2008,Pennsylvania,-2.0,10.4,9.9,22.4
PA,21000.0,40,840000.0,319000.0,2.03,1705000.0,2009,Pennsylvania,-6.1,9.8,9.7,21.9
PA,30000.0,37,1110000.0,377000.0,2.13,2364000.0,2010,Pennsylvania,-3.3,11.5,10.6,23.7
PA,24000.0,44,1056000.0,306000.0,2.55,2693000.0,2011,Pennsylvania,-4.9,10.5,10.7,24.2
PA,16000.0,60,960000.0,269000.0,2.57,2467000.0,2012,Pennsylvania,-0.6,10.3,11.5,24.1
SC,7000.0,40,280000.0,67000.0,0.79,221000.0,2001,South Carolina,6.7,17.3,17.9,27.1
SC,5000.0,94,470000.0,14000.0,1.25,588000.0,2002,South Carolina,7.4,19.8,18.1,28.1
SC,4000.0,70,280000.0,8000.0,1.89,529000.0,2003,South Carolina,5.8,17.2,17.4,26.9
SD,225000.0,95,21375000.0,10901000.0,0.64,13680000.0,1998,South Dakota,-6.8,9.0,8.9,23.5
SD,224000.0,104,23296000.0,13046000.0,0.6,13978000.0,1999,South Dakota,-7.8,8.2,9.1,23.4
SD,235000.0,121,28435000.0,12796000.0,0.58,16492000.0,2000,South Dakota,-11.6,8.9,8.1,23.4
SD,235000.0,65,15275000.0,12220000.0,0.71,10845000.0,2001,South Dakota,-10.6,8.5,8.4,24.1
SD,225000.0,51,11475000.0,2410000.0,1.42,16295000.0,2002,South Dakota,-5.1,5.8,8.3,25.6
SD,215000.0,70,15050000.0,2709000.0,1.43,21522000.0,2003,South Dakota,-7.2,10.1,8.2,24.3
SD,215000.0,105,22575000.0,13545000.0,1.01,22801000.0,2004,South Dakota,-8.6,9.3,8.3,22.1
SD,220000.0,79,17380000.0,11818000.0,0.83,14425000.0,2005,South Dakota,-8.4,9.5,8.8,24.0
SD,225000.0,47,10575000.0,10575000.0,0.94,9941000.0,2006,South Dakota,-4.9,8.8,9.3,26.1
SD,255000.0,52,13260000.0,10608000.0,1.02,13525000.0,2007,South Dakota,-9.0,8.4,8.6,25.1
SD,225000.0,95,21375000.0,11970000.0,1.34,28643000.0,2008,South Dakota,-9.7,7.3,7.0,23.1
SD,270000.0,66,17820000.0,6237000.0,1.42,25304000.0,2009,South Dakota,-9.9,5.3,6.8,20.5
SD,265000.0,58,15370000.0,4765000.0,1.51,23209000.0,2010,South Dakota,-9.2,10.5,7.7,23.5
SD,250000.0,66,16500000.0,4290000.0,1.7,28050000.0,2011,South Dakota,-10.2,8.7,7.5,24.8
SD,260000.0,63,16380000.0,3604000.0,1.95,31941000.0,2012,South Dakota,-5.6,9.4,9.9,26.4
TN,7000.0,64,448000.0,121000.0,1.32,591000.0,1998,Tennessee,6.1,15.3,15.9,26.0
TN,8000.0,51,408000.0,106000.0,1.3,530000.0,1999,Tennessee,5.4,15.6,15.4,26.7
TN,9000.0,61,549000.0,104000.0,1.43,785000.0,2000,Tennessee,-0.7,14.8,14.7,25.5
TN,8000.0,59,472000.0,131000.0,1.39,656000.0,2001,Tennessee,1.5,15.2,14.9,25.4
TN,8000.0,61,488000.0,137000.0,1.4,683000.0,2002,Tennessee,4.2,16.2,15.1,26.4
TN,6000.0,40,240000.0,46000.0,1.52,365000.0,2003,Tennessee,0.2,15.1,14.4,25.5
TN,6000.0,54,324000.0,91000.0,1.73,561000.0,2004,Tennessee,2.8,15.7,14.9,24.7
TN,7000.0,55,385000.0,92000.0,1.67,643000.0,2005,Tennessee,2.5,15.0,15.1,26.4
TN,7000.0,55,385000.0,58000.0,1.84,708000.0,2006,Tennessee,3.6,15.5,15.2,26.5
TN,7000.0,65,455000.0,114000.0,1.99,905000.0,2007,Tennessee,2.1,15.6,15.7,28.5
TN,7000.0,61,427000.0,149000.0,2.09,892000.0,2008,Tennessee,2.3,14.4,14.5,25.3
TN,7000.0,51,357000.0,86000.0,2.37,846000.0,2009,Tennessee,1.7,13.9,14.4,24.7
TN,8000.0,63,504000.0,106000.0,2.5,1260000.0,2010,Tennessee,0.4,15.9,14.7,27.0
TN,7000.0,44,308000.0,68000.0,2.93,902000.0,2011,Tennessee,1.2,15.2,15.2,27.1
TN,6000.0,61,366000.0,59000.0,2.93,1072000.0,2012,Tennessee,5.8,15.7,16.0,27.4
TX,91000.0,77,7007000.0,1612000.0,0.62,4344000.0,1998,Texas,9.0,18.9,19.6,30.5
TX,108000.0,81,8748000.0,2799000.0,0.64,5599000.0,1999,Texas,9.2,19.2,19.4,29.4
TX,105000.0,79,8295000.0,2986000.0,0.57,4728000.0,2000,Texas,5.7,19.2,19.2,29.3
TX,97000.0,79,7663000.0,1533000.0,0.65,4981000.0,2001,Texas,6.5,19.3,18.8,29.7
TX,114000.0,67,7638000.0,985000.0,1.14,8707000.0,2002,Texas,8.5,19.5,18.5,28.6
TX,140000.0,67,9380000.0,1126000.0,1.4,13132000.0,2003,Texas,7.8,19.5,18.8,28.6
TX,116000.0,76,8816000.0,1411000.0,0.97,8552000.0,2004,Texas,8.5,19.5,18.6,27.4
TX,84000.0,71,5964000.0,954000.0,0.86,5129000.0,2005,Texas,8.4,18.6,19.0,28.3
TX,82000.0,70,5740000.0,976000.0,0.89,5109000.0,2006,Texas,8.9,20.4,19.6,28.9
TX,105000.0,82,8610000.0,1550000.0,0.96,8266000.0,2007,Texas,5.7,18.5,18.3,28.0
TX,77000.0,64,4928000.0,1380000.0,1.34,6604000.0,2008,Texas,7.7,18.6,18.7,28.5
TX,89000.0,63,5607000.0,1065000.0,1.39,7794000.0,2009,Texas,6.1,18.1,18.8,29.2
TX,100000.0,72,7200000.0,792000.0,1.51,10872000.0,2010,Texas,6.6,19.1,18.5,29.4
TX,78000.0,58,4524000.0,633000.0,1.78,8053000.0,2011,Texas,7.1,20.4,19.7,31.4
TX,92000.0,52,4784000.0,718000.0,2.0,9568000.0,2012,Texas,10.1,20.0,19.9,28.9
UT,30000.0,58,1740000.0,557000.0,0.65,1131000.0,1998,Utah,-3.0,7.3,8.7,22.8
UT,26000.0,45,1170000.0,433000.0,0.68,796000.0,1999,Utah,-2.2,8.2,9.2,21.7
UT,24000.0,41,984000.0,462000.0,0.6,590000.0,2000,Utah,-1.5,9.7,9.8,23.0
UT,23000.0,38,874000.0,315000.0,0.65,568000.0,2001,Utah,-4.3,9.5,9.7,22.3
UT,22000.0,59,1298000.0,208000.0,1.3,1687000.0,2002,Utah,-3.8,8.8,9.1,24.2
UT,25000.0,57,1425000.0,157000.0,1.28,1824000.0,2003,Utah,-1.3,9.9,10.0,24.7
UT,24000.0,70,1680000.0,554000.0,1.1,1848000.0,2004,Utah,-4.5,8.9,9.0,21.9
UT,24000.0,45,1080000.0,346000.0,0.95,1026000.0,2005,Utah,-2.0,8.7,9.3,23.4
UT,26000.0,50,1300000.0,299000.0,0.98,1274000.0,2006,Utah,-2.6,8.5,9.2,23.6
UT,28000.0,42,1176000.0,270000.0,1.13,1329000.0,2007,Utah,-5.5,9.0,9.7,24.3
UT,28000.0,48,1344000.0,242000.0,1.57,2110000.0,2008,Utah,-5.7,7.9,8.6,23.0
UT,26000.0,38,988000.0,198000.0,1.46,1442000.0,2009,Utah,-6.0,7.1,8.8,22.6
UT,26000.0,30,780000.0,195000.0,1.53,1193000.0,2010,Utah,-3.1,8.4,8.8,22.5
UT,23000.0,39,897000.0,170000.0,1.75,1570000.0,2011,Utah,-3.8,8.0,8.4,22.4
UT,25000.0,38,950000.0,209000.0,1.87,1777000.0,2012,Utah,-2.6,9.8,10.2,22.7
VA,8000.0,37,296000.0,86000.0,1.33,394000.0,1998,Virginia,5.2,14.0,14.6,24.7
VA,7000.0,35,245000.0,86000.0,1.17,287000.0,1999,Virginia,4.2,13.4,14.0,25.9
VA,7000.0,42,294000.0,103000.0,1.5,441000.0,2000,Virginia,-0.7,13.5,13.2,23.2
VA,9000.0,52,468000.0,94000.0,1.26,590000.0,2001,Virginia,1.6,13.7,13.7,24.5
VA,8000.0,38,304000.0,79000.0,1.9,578000.0,2002,Virginia,2.5,14.7,14.2,25.5
VA,6000.0,37,222000.0,69000.0,1.68,373000.0,2003,Virginia,-0.3,13.2,13.2,24.7
VA,7000.0,38,266000.0,69000.0,2.1,559000.0,2004,Virginia,0.2,13.9,13.7,24.3
VA,8000.0,37,296000.0,59000.0,2.2,651000.0,2005,Virginia,1.9,14.0,13.7,25.6
VA,8000.0,42,336000.0,114000.0,2.2,739000.0,2006,Virginia,3.3,13.8,14.1,25.2
VA,6000.0,46,276000.0,63000.0,2.43,671000.0,2007,Virginia,-0.0,14.7,14.2,25.9
VA,6000.0,42,252000.0,45000.0,2.42,610000.0,2008,Virginia,2.4,13.3,13.6,24.3
VA,6000.0,39,234000.0,56000.0,3.45,807000.0,2009,Virginia,0.4,13.3,13.3,24.5
VA,5000.0,37,185000.0,37000.0,3.32,614000.0,2010,Virginia,-0.8,14.9,13.7,26.0
VA,4000.0,40,160000.0,21000.0,4.07,651000.0,2011,Virginia,0.2,14.1,14.3,26.1
VA,4000.0,41,164000.0,23000.0,3.77,618000.0,2012,Virginia,4.1,13.5,14.6,26.5
VT,6000.0,64,384000.0,207000.0,0.85,326000.0,1998,Vermont,-5.4,7.6,7.9,19.6
VT,6000.0,66,396000.0,222000.0,0.63,249000.0,1999,Vermont,-7.8,6.2,7.4,21.1
VT,7000.0,59,413000.0,211000.0,0.68,281000.0,2000,Vermont,-8.9,6.3,6.0,17.9
VT,7000.0,81,567000.0,249000.0,0.92,522000.0,2001,Vermont,-7.6,7.0,7.1,20.6
VT,7000.0,89,623000.0,274000.0,1.2,748000.0,2002,Vermont,-5.4,6.6,7.0,20.1
VT,7000.0,83,581000.0,163000.0,1.96,1139000.0,2003,Vermont,-11.6,5.4,5.9,20.2
VT,6000.0,68,408000.0,192000.0,1.51,616000.0,2004,Vermont,-13.0,6.7,6.0,19.3
VT,6000.0,91,546000.0,169000.0,1.12,612000.0,2005,Vermont,-9.4,7.8,6.8,20.8
VT,6000.0,56,336000.0,144000.0,1.2,403000.0,2006,Vermont,-5.8,6.9,7.7,21.4
VT,5000.0,64,320000.0,96000.0,1.7,544000.0,2007,Vermont,-10.1,7.5,6.2,18.9
VT,5000.0,66,330000.0,119000.0,2.2,726000.0,2008,Vermont,-6.1,7.2,6.6,20.3
VT,5000.0,49,245000.0,69000.0,2.01,492000.0,2009,Vermont,-11.2,6.6,6.2,19.6
VT,4000.0,65,260000.0,73000.0,3.1,806000.0,2010,Vermont,-6.4,8.1,7.8,21.7
VT,4000.0,43,172000.0,43000.0,2.31,397000.0,2011,Vermont,-8.6,7.4,7.3,21.1
VT,4000.0,60,240000.0,53000.0,2.39,574000.0,2012,Vermont,-5.6,8.2,8.2,20.9
WA,58000.0,51,2958000.0,1361000.0,0.64,1893000.0,1998,Washington,-1.2,7.9,9.1,20.4
WA,52000.0,50,2600000.0,1170000.0,0.6,1560000.0,1999,Washington,0.9,7.3,8.2,18.5
WA,52000.0,54,2808000.0,1151000.0,0.58,1629000.0,2000,Washington,-1.5,8.4,7.9,17.6
WA,48000.0,52,2496000.0,1048000.0,0.72,1797000.0,2001,Washington,-0.3,7.1,8.3,18.8
WA,50000.0,51,2550000.0,561000.0,1.27,3239000.0,2002,Washington,0.2,7.2,8.3,19.0
WA,58000.0,56,3248000.0,942000.0,1.46,4742000.0,2003,Washington,-0.2,8.7,9.0,19.9
WA,56000.0,63,3528000.0,1376000.0,0.98,3457000.0,2004,Washington,-1.4,9.1,9.1,19.7
WA,51000.0,55,2805000.0,1935000.0,1.01,2833000.0,2005,Washington,-1.5,8.5,8.5,18.7
WA,49000.0,52,2548000.0,1605000.0,1.24,3160000.0,2006,Washington,-0.8,8.0,8.7,19.8
WA,46000.0,44,2024000.0,648000.0,1.25,2530000.0,2007,Washington,-2.1,7.4,8.3,20.2
WA,49000.0,44,2156000.0,862000.0,1.51,3256000.0,2008,Washington,-3.2,6.5,7.7,18.1
WA,62000.0,44,2728000.0,1064000.0,1.58,4310000.0,2009,Washington,-3.0,6.8,8.0,19.8
WA,71000.0,37,2627000.0,1077000.0,1.57,4124000.0,2010,Washington,-0.1,8.1,8.4,18.0
WA,71000.0,38,2698000.0,836000.0,1.93,5207000.0,2011,Washington,-0.6,6.6,7.6,18.4
WA,62000.0,41,2542000.0,1017000.0,2.38,6050000.0,2012,Washington,-0.8,8.2,8.5,19.1
WI,89000.0,91,8099000.0,5264000.0,0.72,5831000.0,1998,Wisconsin,-6.0,9.2,8.9,21.1
WI,80000.0,75,6000000.0,4560000.0,0.68,4080000.0,1999,Wisconsin,-10.5,8.2,7.8,22.8
WI,84000.0,90,7560000.0,4385000.0,0.68,5141000.0,2000,Wisconsin,-12.3,8.5,7.0,20.2
WI,67000.0,81,5427000.0,3419000.0,0.82,4450000.0,2001,Wisconsin,-9.1,8.4,7.8,21.4
WI,70000.0,95,6650000.0,2461000.0,1.34,8911000.0,2002,Wisconsin,-4.0,6.2,7.4,23.0
WI,74000.0,77,5698000.0,2678000.0,1.47,8376000.0,2003,Wisconsin,-9.7,7.4,6.6,21.6
WI,68000.0,86,5848000.0,2632000.0,1.19,6959000.0,2004,Wisconsin,-11.3,8.3,6.8,19.7
WI,64000.0,83,5312000.0,2922000.0,1.14,6056000.0,2005,Wisconsin,-9.4,9.5,7.7,21.8
WI,64000.0,93,5952000.0,2500000.0,1.12,6666000.0,2006,Wisconsin,-7.2,8.1,8.2,23.0
WI,60000.0,84,5040000.0,3024000.0,1.22,6149000.0,2007,Wisconsin,-11.0,9.0,7.5,21.1
WI,58000.0,80,4640000.0,2366000.0,1.5,6960000.0,2008,Wisconsin,-10.0,7.5,5.9,20.9
WI,63000.0,60,3780000.0,1588000.0,1.58,5972000.0,2009,Wisconsin,-13.7,6.2,6.2,18.7
WI,64000.0,64,4096000.0,1556000.0,1.68,6881000.0,2010,Wisconsin,-9.0,10.1,7.9,22.2
WI,57000.0,63,3591000.0,1508000.0,1.89,6787000.0,2011,Wisconsin,-10.5,7.9,7.2,23.2
WI,60000.0,69,4140000.0,1863000.0,2.05,8487000.0,2012,Wisconsin,-5.7,7.7,9.0,24.2
WV,6000.0,55,330000.0,155000.0,1.14,376000.0,1998,West Virginia,3.4,12.2,12.9,22.8
WV,6000.0,39,234000.0,152000.0,1.09,255000.0,1999,West Virginia,1.4,12.1,12.2,25.0
WV,7000.0,54,378000.0,234000.0,1.22,461000.0,2000,West Virginia,-3.3,12.0,11.5,21.7
WV,7000.0,65,455000.0,410000.0,1.42,646000.0,2001,West Virginia,-1.1,12.3,12.0,23.2
WV,9000.0,51,459000.0,151000.0,1.32,606000.0,2002,West Virginia,0.6,12.7,12.4,24.1
WV,8000.0,47,376000.0,194000.0,1.89,711000.0,2003,West Virginia,-3.2,11.8,11.4,23.2
WV,9000.0,55,495000.0,183000.0,1.41,698000.0,2004,West Virginia,-2.3,12.2,11.9,22.5
WV,8000.0,51,408000.0,102000.0,1.29,526000.0,2005,West Virginia,-0.7,12.5,12.0,24.2
WV,6000.0,42,252000.0,68000.0,2.02,509000.0,2006,West Virginia,0.9,12.1,12.2,23.6
WV,6000.0,48,288000.0,95000.0,2.09,602000.0,2007,West Virginia,-4.0,12.8,12.3,24.5
WV,6000.0,43,258000.0,49000.0,2.16,557000.0,2008,West Virginia,-0.2,11.9,11.5,22.5
WV,5000.0,37,185000.0,33000.0,2.6,481000.0,2009,West Virginia,-2.6,11.2,11.4,22.6
WV,5000.0,40,200000.0,40000.0,2.39,478000.0,2010,West Virginia,-3.1,13.1,11.7,24.2
WV,4000.0,53,212000.0,45000.0,2.57,545000.0,2011,West Virginia,-2.4,12.3,12.4,24.8
WV,6000.0,48,288000.0,95000.0,2.91,838000.0,2012,West Virginia,1.8,11.8,12.9,25.0
WY,46000.0,60,2760000.0,524000.0,0.68,1877000.0,1998,Wyoming,-5.9,5.2,6.0,20.2
WY,37000.0,72,2664000.0,746000.0,0.61,1625000.0,1999,Wyoming,-4.0,5.7,6.4,19.1
WY,39000.0,93,3627000.0,798000.0,0.59,2140000.0,2000,Wyoming,-7.0,6.1,6.1,20.2
WY,38000.0,77,2926000.0,468000.0,0.65,1902000.0,2001,Wyoming,-6.4,5.7,6.4,20.5
WY,38000.0,63,2394000.0,383000.0,1.33,3184000.0,2002,Wyoming,-6.3,3.8,5.4,21.2
WY,39000.0,81,3159000.0,474000.0,1.41,4454000.0,2003,Wyoming,-6.2,7.2,6.4,21.4
WY,39000.0,75,2925000.0,380000.0,1.1,3218000.0,2004,Wyoming,-5.8,6.1,6.0,18.3
WY,40000.0,56,2240000.0,291000.0,0.89,1994000.0,2005,Wyoming,-6.1,6.0,6.2,20.2
WY,39000.0,85,3315000.0,497000.0,0.98,3249000.0,2006,Wyoming,-5.7,5.7,6.4,21.4
WY,43000.0,80,3440000.0,894000.0,1.0,3440000.0,2007,Wyoming,-8.3,5.8,6.5,21.7
WY,39000.0,61,2379000.0,381000.0,1.37,3259000.0,2008,Wyoming,-8.6,4.2,5.1,19.7
WY,37000.0,48,1776000.0,391000.0,1.43,2540000.0,2009,Wyoming,-9.6,2.8,5.2,17.8
WY,34000.0,36,1224000.0,282000.0,1.59,1946000.0,2010,Wyoming,-5.7,5.6,5.8,18.7
WY,35000.0,54,1890000.0,265000.0,1.72,3251000.0,2011,Wyoming,-7.5,5.0,5.3,19.9
WY,50000.0,51,2550000.0,459000.0,1.87,4769000.0,2012,Wyoming,-5.4,6.3,7.3,21.4
