state,year,state_name,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,totalpest,tmin,tmedian,tmean,tmax
AL,1991,Alabama,23000.0,24,552000.0,66000.0,0.63,348000.0,0.0,7.8,18.6,18.0,27.3
AL,1992,Alabama,25000.0,41,1025000.0,113000.0,0.59,605000.0,0.0,7.0,16.7,17.0,27.0
AL,1993,Alabama,19000.0,45,855000.0,103000.0,0.59,504000.0,0.0,7.5,16.2,17.1,28.2
AL,1994,Alabama,18000.0,50,900000.0,99000.0,0.52,468000.0,0.0,5.1,18.2,17.5,25.9
AL,1995,Alabama,16000.0,58,928000.0,28000.0,0.69,640000.0,716.5,7.2,17.7,17.5,28.1
AL,1996,Alabama,15000.0,64,960000.0,96000.0,0.87,835000.0,371.6,6.5,16.6,17.1,26.9
AL,1997,Alabama,14000.0,66,924000.0,92000.0,0.81,748000.0,6704.8,7.4,17.0,17.3,27.3
AL,1998,Alabama,16000.0,71,1136000.0,159000.0,0.72,818000.0,1836.3,9.1,18.2,18.8,28.1
AL,1999,Alabama,17000.0,68,1156000.0,185000.0,0.56,647000.0,1251.2,8.7,18.8,18.3,28.2
AL,2000,Alabama,16000.0,78,1248000.0,187000.0,0.59,736000.0,1499.2,4.2,17.2,17.9,28.1
AL,2001,Alabama,14000.0,73,1022000.0,235000.0,0.72,736000.0,1490.8,5.4,17.4,17.7,27.1
AL,2002,Alabama,12000.0,86,1032000.0,103000.0,1.18,1218000.0,2019.2,7.7,19.9,18.0,27.4
AL,2003,Alabama,13000.0,82,1066000.0,43000.0,1.24,1322000.0,1260.0,4.8,17.8,17.5,26.9
AL,2004,Alabama,12000.0,87,1044000.0,282000.0,1.41,1472000.0,7864.2,7.0,18.6,17.8,26.8
AL,2005,Alabama,13000.0,66,858000.0,266000.0,1.02,875000.0,7992.0,6.6,17.3,17.9,27.5
AL,2006,Alabama,11000.0,72,792000.0,230000.0,1.21,958000.0,10281.8,8.0,18.6,18.3,28.5
AL,2007,Alabama,11000.0,56,616000.0,209000.0,1.49,918000.0,15103.9,7.5,17.8,18.4,29.6
AL,2008,Alabama,9000.0,66,594000.0,214000.0,1.9,1129000.0,9109.4,6.4,17.2,17.6,27.2
AL,2009,Alabama,9000.0,50,450000.0,68000.0,1.86,837000.0,13155.3,7.3,17.2,17.6,26.9
AL,2010,Alabama,9000.0,54,486000.0,73000.0,2.4,1166000.0,8329.3,4.6,18.3,17.5,28.8
AL,2011,Alabama,9000.0,50,450000.0,63000.0,2.51,1130000.0,22484.0,5.3,17.7,18.1,28.3
AL,2012,Alabama,8000.0,54,432000.0,65000.0,2.47,1067000.0,18049.5,10.3,18.5,18.7,28.1
AL,2013,Alabama,7000.0,52,364000.0,55000.0,2.85,1037000.0,19479.3,9.2,20.6,19.0,26.1
AR,1991,Arkansas,47000.0,79,3713000.0,557000.0,0.54,2005000.0,0.0,3.0,17.3,16.6,27.3
AR,1992,Arkansas,45000.0,65,2925000.0,410000.0,0.52,1521000.0,0.0,5.1,16.3,15.8,26.6
AR,1993,Arkansas,50000.0,73,3650000.0,548000.0,0.5,1825000.0,0.0,4.3,14.3,15.4,28.7
AR,1994,Arkansas,50000.0,71,3550000.0,817000.0,0.51,1811000.0,0.0,2.6,17.1,16.0,26.2
AR,1995,Arkansas,50000.0,60,3000000.0,900000.0,0.71,2130000.0,11115.6,5.1,16.3,16.1,28.7
AR,1996,Arkansas,40000.0,84,3360000.0,336000.0,0.85,2856000.0,493.6,3.6,15.6,15.6,26.5
AR,1997,Arkansas,50000.0,95,4750000.0,3468000.0,0.7,3325000.0,2353.7,3.7,14.9,15.6,27.7
AR,1998,Arkansas,53000.0,65,3445000.0,1688000.0,0.59,2033000.0,1262.3,6.7,16.7,17.5,29.1
AR,1999,Arkansas,52000.0,89,4628000.0,2592000.0,0.53,2453000.0,692.2,6.0,17.3,17.0,27.9
AR,2000,Arkansas,52000.0,93,4836000.0,3337000.0,0.57,2757000.0,925.2,-0.1,16.6,16.4,29.2
AR,2001,Arkansas,50000.0,98,4900000.0,1617000.0,0.65,3185000.0,3569.7,2.9,17.1,16.5,28.1
AR,2002,Arkansas,45000.0,88,3960000.0,871000.0,1.26,4990000.0,2876.6,5.9,17.0,16.2,27.4
AR,2003,Arkansas,40000.0,75,3000000.0,810000.0,1.26,3780000.0,5567.4,2.8,17.1,16.0,27.6
AR,2004,Arkansas,40000.0,57,2280000.0,388000.0,0.87,1984000.0,25153.2,4.9,17.6,16.4,25.9
AR,2005,Arkansas,36000.0,69,2484000.0,571000.0,0.97,2409000.0,17652.0,4.5,16.4,16.9,28.3
AR,2006,Arkansas,32000.0,76,2432000.0,730000.0,0.89,2164000.0,33889.5,5.0,17.6,16.9,28.3
AR,2007,Arkansas,28000.0,80,2240000.0,672000.0,0.95,2128000.0,31712.8,4.4,16.8,16.8,29.2
AR,2008,Arkansas,28000.0,75,2100000.0,525000.0,1.35,2835000.0,37361.2,3.9,15.5,15.8,27.3
AR,2009,Arkansas,24000.0,57,1368000.0,301000.0,1.42,1943000.0,35961.9,3.5,14.8,15.8,26.4
AR,2010,Arkansas,25000.0,60,1500000.0,360000.0,1.47,2205000.0,34965.5,2.5,17.5,16.5,29.3
AR,2011,Arkansas,22000.0,64,1408000.0,239000.0,1.62,2281000.0,57431.8,3.1,17.0,16.9,29.7
AR,2012,Arkansas,25000.0,63,1575000.0,189000.0,1.98,3119000.0,51226.5,7.1,17.6,17.8,29.4
AR,2013,Arkansas,22000.0,60,1320000.0,66000.0,2.02,2666000.0,58521.1,5.7,19.9,17.5,26.1
AZ,1991,Arizona,75000.0,50,3750000.0,750000.0,0.53,1988000.0,0.0,4.6,15.5,15.2,26.5
AZ,1992,Arizona,70000.0,54,3780000.0,1285000.0,0.55,2079000.0,0.0,3.5,17.0,15.4,25.8
AZ,1993,Arizona,55000.0,77,4235000.0,932000.0,0.52,2202000.0,0.0,5.2,15.5,15.6,26.0
AZ,1994,Arizona,47000.0,59,2773000.0,166000.0,0.51,1414000.0,2653.2,6.0,15.0,16.0,27.7
AZ,1995,Arizona,52000.0,79,4108000.0,986000.0,0.65,2670000.0,8260.6,5.4,14.9,16.2,27.7
AZ,1996,Arizona,32000.0,60,1920000.0,307000.0,0.85,1632000.0,6156.9,6.5,15.8,16.7,28.1
AZ,1997,Arizona,42000.0,80,3360000.0,1344000.0,0.72,2419000.0,10204.2,4.0,14.6,16.0,26.6
AZ,1998,Arizona,55000.0,60,3300000.0,1485000.0,0.64,2112000.0,4814.2,5.6,13.8,15.3,27.6
AZ,1999,Arizona,52000.0,62,3224000.0,1548000.0,0.62,1999000.0,5171.6,5.3,15.1,16.0,26.0
AZ,2000,Arizona,40000.0,59,2360000.0,1322000.0,0.73,1723000.0,10467.4,6.5,16.1,16.5,27.7
AZ,2001,Arizona,43000.0,59,2537000.0,1142000.0,0.72,1827000.0,3732.7,4.2,16.1,16.3,26.8
AZ,2002,Arizona,38000.0,63,2394000.0,1197000.0,1.08,2586000.0,6939.2,4.8,16.1,16.3,28.2
AZ,2003,Arizona,35000.0,72,2520000.0,983000.0,1.34,3377000.0,11062.1,5.8,16.4,16.7,29.0
AZ,2004,Arizona,32000.0,55,1760000.0,774000.0,1.11,1954000.0,12874.7,5.5,15.0,15.8,27.0
AZ,2005,Arizona,36000.0,50,1800000.0,720000.0,1.04,1872000.0,11284.3,6.3,15.6,16.3,28.4
AZ,2006,Arizona,30000.0,65,1950000.0,839000.0,0.91,1775000.0,13724.3,5.1,15.3,16.2,28.2
AZ,2007,Arizona,30000.0,64,1920000.0,902000.0,1.26,2419000.0,10070.2,3.6,16.0,16.4,28.0
AZ,2008,Arizona,25000.0,64,1600000.0,336000.0,1.26,2016000.0,10524.4,4.0,15.8,15.9,27.2
AZ,2009,Arizona,20000.0,52,1040000.0,562000.0,1.45,1508000.0,11348.1,3.6,14.5,16.2,28.5
AZ,2010,Arizona,24000.0,77,1848000.0,665000.0,1.52,2809000.0,12535.0,5.3,15.2,15.8,27.9
AZ,2011,Arizona,23000.0,53,1219000.0,427000.0,1.55,1889000.0,20910.2,4.0,16.0,15.8,28.1
AZ,2012,Arizona,22000.0,46,1012000.0,253000.0,1.79,1811000.0,15238.3,5.4,16.7,16.8,27.2
AZ,2013,Arizona,29000.0,36,1044000.0,251000.0,1.96,2046000.0,19569.3,3.4,19.8,17.8,27.5
CA,1991,California,520000.0,63,32760000.0,3276000.0,0.54,17690000.0,0.0,6.4,13.2,14.6,24.1
CA,1992,California,470000.0,57,31490000.0,4094000.0,0.52,16375000.0,0.0,4.7,16.1,15.3,24.5
CA,1993,California,500000.0,90,45000000.0,7200000.0,0.5,22500000.0,0.0,5.2,14.7,14.4,23.0
CA,1994,California,400000.0,60,24000000.0,6480000.0,0.51,12240000.0,2348.0,5.6,14.1,14.6,24.7
CA,1995,California,420000.0,93,39060000.0,4687000.0,0.63,24608000.0,28576.6,7.1,14.1,15.1,23.9
CA,1996,California,390000.0,70,27300000.0,4641000.0,0.84,22932000.0,33002.7,7.5,14.6,15.4,25.6
CA,1997,California,420000.0,75,31500000.0,9450000.0,0.7,22050000.0,76719.6,5.8,14.2,15.2,23.9
CA,1998,California,450000.0,83,37350000.0,12326000.0,0.62,23157000.0,61047.2,5.5,12.3,13.9,25.1
CA,1999,California,465000.0,60,27900000.0,9486000.0,0.55,15345000.0,41778.9,7.2,13.9,14.5,23.0
CA,2000,California,440000.0,70,30800000.0,11396000.0,0.59,18172000.0,30796.5,7.7,14.6,15.0,23.9
CA,2001,California,460000.0,61,28060000.0,7857000.0,0.69,19361000.0,35178.6,5.8,14.6,15.2,24.4
CA,2002,California,470000.0,50,23500000.0,3525000.0,1.32,31020000.0,44682.6,5.8,14.3,15.0,25.2
CA,2003,California,480000.0,67,32160000.0,6432000.0,1.39,44702000.0,55419.8,6.7,14.1,15.4,25.9
CA,2004,California,390000.0,45,17550000.0,5792000.0,1.05,18428000.0,59321.1,6.5,14.4,15.1,24.5
CA,2005,California,400000.0,75,30000000.0,9300000.0,0.86,25800000.0,62021.8,6.8,13.7,14.9,25.7
CA,2006,California,380000.0,52,19760000.0,7706000.0,0.97,19167000.0,64488.1,6.7,13.4,14.9,26.3
CA,2007,California,340000.0,40,13600000.0,3672000.0,1.04,14144000.0,126006.2,5.2,14.2,15.1,25.0
CA,2008,California,360000.0,51,18360000.0,4039000.0,1.39,25520000.0,101975.6,5.1,14.6,15.1,24.7
CA,2009,California,355000.0,33,11715000.0,2109000.0,1.39,16284000.0,88386.0,5.4,13.6,15.0,25.3
CA,2010,California,410000.0,67,27470000.0,6318000.0,1.55,42579000.0,111344.4,7.3,12.5,14.4,24.5
CA,2011,California,370000.0,48,17760000.0,3730000.0,1.65,29304000.0,149528.3,6.3,13.3,14.3,24.0
CA,2012,California,330000.0,35,11550000.0,3119000.0,1.94,22407000.0,140689.4,6.1,15.1,15.4,25.4
CA,2013,California,330000.0,33,10890000.0,2505000.0,2.11,22978000.0,167111.2,5.6,17.9,16.8,25.6
CO,1991,Colorado,50000.0,79,3950000.0,514000.0,0.63,2489000.0,0.0,-6.0,6.8,7.2,19.3
CO,1992,Colorado,52000.0,74,3848000.0,847000.0,0.59,2270000.0,0.0,-5.8,9.0,7.3,18.0
CO,1993,Colorado,53000.0,73,3869000.0,1161000.0,0.58,2244000.0,0.0,-4.9,6.2,6.5,18.9
CO,1994,Colorado,45000.0,76,3420000.0,1813000.0,0.56,1915000.0,0.0,-3.5,7.0,8.0,20.0
CO,1995,Colorado,45000.0,60,2700000.0,1404000.0,0.73,1971000.0,655.2,-3.2,5.9,7.5,20.6
CO,1996,Colorado,30000.0,74,2220000.0,1132000.0,0.85,1887000.0,669.3,-4.7,7.0,7.5,20.1
CO,1997,Colorado,35000.0,55,1925000.0,982000.0,0.82,1579000.0,4357.9,-4.5,5.5,7.0,19.6
CO,1998,Colorado,27000.0,72,1944000.0,1594000.0,0.7,1361000.0,1724.5,-3.4,6.5,7.8,20.6
CO,1999,Colorado,27000.0,76,2052000.0,1436000.0,0.68,1395000.0,913.9,-2.7,6.9,8.0,20.2
CO,2000,Colorado,29000.0,60,1740000.0,957000.0,0.62,1079000.0,263.8,-3.9,8.1,8.2,21.0
CO,2001,Colorado,26000.0,55,1430000.0,529000.0,0.71,1015000.0,1584.8,-4.4,8.1,8.1,21.3
CO,2002,Colorado,24000.0,60,1440000.0,576000.0,1.29,1858000.0,1566.8,-4.0,7.2,7.7,21.8
CO,2003,Colorado,24000.0,86,2064000.0,722000.0,1.4,2890000.0,866.4,-3.4,8.9,8.3,22.5
CO,2004,Colorado,23000.0,80,1840000.0,791000.0,1.35,2484000.0,5366.0,-3.6,7.4,7.6,19.0
CO,2005,Colorado,28000.0,70,1960000.0,902000.0,0.97,1901000.0,8374.3,-3.7,7.5,8.1,21.2
CO,2006,Colorado,36000.0,75,2700000.0,1458000.0,1.04,2808000.0,5513.7,-3.2,7.6,8.0,21.0
CO,2007,Colorado,31000.0,51,1581000.0,838000.0,1.15,1818000.0,5094.4,-7.1,7.5,7.8,21.0
CO,2008,Colorado,27000.0,45,1215000.0,656000.0,1.51,1835000.0,8292.6,-6.5,6.6,7.1,20.8
CO,2009,Colorado,28000.0,53,1484000.0,326000.0,1.43,2122000.0,12113.3,-7.0,5.1,7.2,19.5
CO,2010,Colorado,34000.0,56,1904000.0,533000.0,1.52,2894000.0,24183.8,-4.4,7.9,7.8,20.5
CO,2011,Colorado,31000.0,55,1705000.0,443000.0,2.0,3410000.0,27480.5,-4.8,7.1,7.4,21.2
CO,2012,Colorado,25000.0,48,1200000.0,468000.0,2.07,2484000.0,21385.0,-3.8,8.4,9.0,21.6
CO,2013,Colorado,26000.0,43,1118000.0,324000.0,2.1,2348000.0,19268.3,-5.2,11.7,9.4,20.5
FL,1991,Florida,225000.0,83,18675000.0,1307000.0,0.53,9898000.0,0.0,17.0,23.1,22.5,27.8
FL,1992,Florida,220000.0,104,22880000.0,2517000.0,0.53,12126000.0,0.0,14.3,21.1,21.7,28.2
FL,1993,Florida,200000.0,113,22600000.0,2712000.0,0.5,11300000.0,0.0,14.4,21.4,21.7,28.3
FL,1994,Florida,230000.0,84,19320000.0,2898000.0,0.47,9080000.0,3039.4,14.6,23.0,22.4,27.2
FL,1995,Florida,230000.0,86,19780000.0,1780000.0,0.64,12659000.0,4828.5,14.4,23.0,22.0,28.2
FL,1996,Florida,240000.0,105,25200000.0,2268000.0,0.86,21672000.0,12278.0,14.4,21.5,21.5,28.1
FL,1997,Florida,240000.0,67,16080000.0,2734000.0,0.73,11738000.0,9347.5,15.8,22.4,22.3,28.0
FL,1998,Florida,230000.0,98,22540000.0,4508000.0,0.64,14426000.0,11049.1,16.2,23.1,23.0,29.0
FL,1999,Florida,228000.0,102,23256000.0,4186000.0,0.53,12326000.0,11173.8,16.0,23.1,22.3,28.6
FL,2000,Florida,232000.0,105,24360000.0,2923000.0,0.54,13154000.0,6003.8,14.5,21.4,22.0,28.1
FL,2001,Florida,220000.0,100,22000000.0,3432000.0,0.64,14080000.0,9378.8,12.4,22.1,22.2,27.8
FL,2002,Florida,220000.0,93,20460000.0,2026000.0,1.14,23324000.0,7856.7,15.2,24.3,22.4,27.8
FL,2003,Florida,210000.0,71,14910000.0,1491000.0,1.32,19681000.0,35597.6,12.1,22.6,22.2,27.7
FL,2004,Florida,205000.0,98,20090000.0,2009000.0,1.02,20492000.0,16997.7,14.6,22.4,22.1,28.0
FL,2005,Florida,160000.0,86,13760000.0,2477000.0,0.87,11971000.0,28811.1,14.8,22.0,22.1,28.8
FL,2006,Florida,170000.0,81,13770000.0,1790000.0,1.0,13770000.0,21462.0,15.3,22.9,22.4,28.5
FL,2007,Florida,160000.0,71,11360000.0,1363000.0,0.99,11246000.0,43614.8,15.2,22.4,22.6,29.1
FL,2008,Florida,150000.0,79,11850000.0,1304000.0,1.32,15642000.0,33508.2,15.3,21.9,22.1,27.8
FL,2009,Florida,170000.0,68,11560000.0,1618000.0,1.42,16415000.0,34864.8,14.8,22.9,22.3,28.2
FL,2010,Florida,200000.0,69,13800000.0,1794000.0,1.56,21528000.0,33995.7,11.2,22.2,21.3,28.9
FL,2011,Florida,180000.0,61,10980000.0,988000.0,1.68,18446000.0,52534.8,13.6,22.6,22.6,29.1
FL,2012,Florida,193000.0,64,12352000.0,1235000.0,1.84,22728000.0,58058.4,16.0,22.8,22.7,28.1
FL,2013,Florida,220000.0,61,13420000.0,1074000.0,2.03,27243000.0,75748.8,15.5,23.6,23.0,28.2
GA,1991,Georgia,102000.0,42,4284000.0,129000.0,0.63,2699000.0,0.0,9.0,19.0,18.5,27.2
GA,1992,Georgia,85000.0,55,4675000.0,701000.0,0.66,3086000.0,0.0,8.2,16.8,17.5,27.2
GA,1993,Georgia,80000.0,56,4480000.0,179000.0,0.61,2733000.0,0.0,8.0,16.8,17.8,28.7
GA,1994,Georgia,80000.0,63,5040000.0,958000.0,0.57,2873000.0,0.0,6.2,18.4,18.0,26.0
GA,1995,Georgia,70000.0,62,4340000.0,260000.0,0.71,3081000.0,0.9,7.9,18.6,18.0,27.8
GA,1996,Georgia,75000.0,68,5100000.0,306000.0,0.88,4488000.0,1008.8,7.5,17.0,17.5,27.2
GA,1997,Georgia,75000.0,46,3450000.0,587000.0,0.79,2726000.0,10856.3,8.8,17.8,17.8,27.3
GA,1998,Georgia,75000.0,56,4200000.0,307000.0,0.69,2898000.0,5259.6,10.1,18.5,19.2,28.3
GA,1999,Georgia,65000.0,51,3315000.0,497000.0,0.64,2122000.0,3647.8,9.3,19.1,18.5,28.2
GA,2000,Georgia,55000.0,57,3135000.0,376000.0,0.63,1975000.0,3065.3,5.3,17.2,17.9,27.6
GA,2001,Georgia,55000.0,57,3135000.0,188000.0,0.7,2195000.0,4127.4,6.7,17.6,18.2,26.8
GA,2002,Georgia,50000.0,52,2600000.0,52000.0,1.13,2938000.0,8185.0,8.1,20.5,18.5,27.6
GA,2003,Georgia,52000.0,65,3380000.0,270000.0,1.28,4326000.0,13469.9,6.2,18.1,18.0,26.8
GA,2004,Georgia,63000.0,49,3087000.0,648000.0,1.2,3704000.0,10421.4,7.7,18.8,18.3,27.2
GA,2005,Georgia,59000.0,49,2891000.0,434000.0,0.89,2573000.0,6937.3,7.7,17.8,18.2,27.6
GA,2006,Georgia,63000.0,74,4662000.0,746000.0,1.2,5594000.0,21680.5,9.0,18.7,18.6,28.1
GA,2007,Georgia,60000.0,58,3480000.0,522000.0,1.19,4141000.0,17159.8,8.6,18.5,18.8,29.0
GA,2008,Georgia,65000.0,71,4615000.0,369000.0,1.52,7015000.0,18027.3,7.6,17.4,18.1,27.0
GA,2009,Georgia,65000.0,41,2665000.0,346000.0,1.47,3918000.0,23324.2,8.4,17.8,18.0,27.1
GA,2010,Georgia,55000.0,46,2530000.0,152000.0,1.67,4225000.0,26117.3,5.0,18.7,17.8,28.5
GA,2011,Georgia,65000.0,43,2795000.0,196000.0,1.65,4612000.0,58625.4,6.0,18.2,18.7,28.4
GA,2012,Georgia,59000.0,51,3009000.0,181000.0,1.92,5777000.0,40839.5,10.5,18.8,19.1,28.3
GA,2013,Georgia,67000.0,50,3350000.0,637000.0,2.26,7571000.0,44648.2,9.8,20.9,19.4,26.2
HI,1991,Hawaii,10000.0,131,1310000.0,328000.0,0.57,747000.0,0.0,20.9,23.0,23.0,24.9
HI,1992,Hawaii,9000.0,138,1242000.0,460000.0,0.54,671000.0,0.0,20.9,23.4,23.2,25.2
HI,1993,Hawaii,9000.0,177,1593000.0,1020000.0,0.52,828000.0,0.0,20.3,22.6,22.8,24.8
HI,1994,Hawaii,11000.0,100,1100000.0,429000.0,0.48,528000.0,0.0,20.6,23.2,23.0,25.2
HI,1995,Hawaii,8000.0,129,1032000.0,103000.0,0.56,578000.0,0.0,21.1,23.5,23.2,24.8
HI,1996,Hawaii,8000.0,155,1240000.0,62000.0,0.81,1004000.0,0.0,20.9,23.8,23.4,25.0
HI,1997,Hawaii,9000.0,146,1314000.0,158000.0,0.86,1130000.0,0.0,21.5,22.9,23.2,25.1
HI,1998,Hawaii,8000.0,118,944000.0,66000.0,0.77,727000.0,0.0,21.0,22.4,22.6,24.5
HI,1999,Hawaii,8000.0,80,640000.0,32000.0,0.8,512000.0,0.0,20.9,22.8,22.6,24.2
HI,2000,Hawaii,7000.0,112,784000.0,125000.0,0.82,643000.0,0.0,20.7,23.1,22.9,24.8
HI,2001,Hawaii,8000.0,87,696000.0,84000.0,0.87,606000.0,0.0,21.2,23.1,23.1,25.0
HI,2002,Hawaii,7000.0,136,952000.0,29000.0,1.11,1057000.0,0.0,20.6,23.3,23.1,25.0
HI,2003,Hawaii,7000.0,114,798000.0,43000.0,1.45,1157000.0,0.0,21.1,23.4,23.3,25.2
HI,2004,Hawaii,8000.0,96,768000.0,77000.0,1.59,1221000.0,0.0,21.6,23.6,23.4,25.3
HI,2005,Hawaii,9000.0,131,1179000.0,283000.0,1.43,1686000.0,0.0,21.2,23.6,23.3,25.2
HI,2006,Hawaii,10000.0,93,930000.0,233000.0,1.21,1125000.0,0.0,20.8,23.1,23.0,24.8
HI,2007,Hawaii,10000.0,92,920000.0,285000.0,1.7,1564000.0,0.0,21.0,23.1,23.0,24.6
HI,2008,Hawaii,10000.0,90,900000.0,225000.0,1.59,1431000.0,0.0,20.9,22.9,22.8,24.3
HI,2009,Hawaii,10000.0,95,950000.0,323000.0,1.76,1672000.0,0.0,20.2,23.2,22.8,25.0
HI,2010,Hawaii,10000.0,77,770000.0,239000.0,2.75,2118000.0,0.0,21.1,23.0,22.8,24.1
HI,2011,Hawaii,9000.0,74,666000.0,246000.0,3.65,2431000.0,0.0,21.5,22.9,22.9,24.2
HI,2012,Hawaii,10000.0,75,750000.0,263000.0,4.15,3113000.0,0.0,21.0,22.7,22.7,24.1
HI,2013,Hawaii,13000.0,83,1079000.0,65000.0,1.97,2126000.0,0.0,20.7,22.3,22.5,24.6
IA,1991,Iowa,70000.0,59,4130000.0,909000.0,0.57,2354000.0,0.0,-9.7,10.8,9.8,23.7
IA,1992,Iowa,65000.0,62,4030000.0,766000.0,0.57,2297000.0,0.0,-3.9,9.5,9.4,20.8
IA,1993,Iowa,60000.0,49,2940000.0,441000.0,0.56,1646000.0,0.0,-7.5,8.8,8.2,22.8
IA,1994,Iowa,55000.0,66,3630000.0,1089000.0,0.65,2360000.0,0.0,-11.3,11.2,9.2,22.2
IA,1995,Iowa,50000.0,68,3400000.0,612000.0,0.77,2618000.0,23.7,-7.1,9.2,9.0,25.2
IA,1996,Iowa,58000.0,67,3886000.0,933000.0,0.95,3692000.0,38.6,-8.6,9.7,7.9,22.0
IA,1997,Iowa,45000.0,74,3330000.0,1765000.0,0.86,2864000.0,47.7,-9.1,9.5,9.0,23.7
IA,1998,Iowa,50000.0,78,3900000.0,2301000.0,0.7,2730000.0,322.4,-4.3,11.2,11.1,24.0
