state,year,state_name,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,totalpest,tmin,tmedian,tmean,tmax
IA,1999,Iowa,40000.0,65,2600000.0,2028000.0,0.65,1690000.0,65.5,-7.8,10.7,10.4,25.7
IA,2000,Iowa,30000.0,67,2010000.0,1206000.0,0.68,1367000.0,61.4,-11.6,11.5,9.8,23.5
IA,2001,Iowa,33000.0,51,1683000.0,875000.0,0.75,1262000.0,58.2,-7.3,11.2,10.1,24.7
IA,2002,Iowa,33000.0,70,2310000.0,901000.0,1.43,3303000.0,105.8,-1.5,9.1,10.1,25.5
IA,2003,Iowa,32000.0,59,1888000.0,868000.0,1.42,2681000.0,93.0,-6.6,11.2,9.5,24.2
IA,2004,Iowa,35000.0,67,2345000.0,1337000.0,1.06,2486000.0,35238.3,-7.4,11.2,9.7,22.2
IA,2005,Iowa,28000.0,88,2464000.0,1232000.0,1.21,2981000.0,53829.4,-6.7,12.0,10.4,24.5
IA,2006,Iowa,26000.0,84,2184000.0,1441000.0,1.37,2992000.0,71809.8,-3.4,10.9,10.8,25.2
IA,2007,Iowa,26000.0,81,2106000.0,1221000.0,1.31,2759000.0,92980.3,-8.5,11.1,10.0,24.2
IA,2008,Iowa,24000.0,62,1488000.0,580000.0,1.58,2351000.0,150029.0,-7.9,9.5,8.4,23.7
IA,2009,Iowa,26000.0,42,1092000.0,339000.0,1.6,1747000.0,158088.1,-9.6,8.2,8.8,21.2
IA,2010,Iowa,27000.0,49,1323000.0,463000.0,1.92,2540000.0,185031.2,-9.6,12.9,9.6,24.5
IA,2011,Iowa,25000.0,62,1550000.0,961000.0,1.96,3038000.0,222931.1,-9.0,10.7,9.7,26.4
IA,2012,Iowa,37000.0,61,2257000.0,1196000.0,2.17,4898000.0,276854.7,-2.6,11.5,11.7,27.3
IA,2013,Iowa,39000.0,48,1872000.0,1217000.0,2.45,4586000.0,335529.9,-5.1,15.7,11.1,23.2
ID,1991,Idaho,140000.0,46,6440000.0,1739000.0,0.54,3478000.0,0.0,-7.0,5.1,5.8,19.1
ID,1992,Idaho,135000.0,51,6885000.0,1308000.0,0.52,3580000.0,0.0,-7.4,7.6,6.8,18.0
ID,1993,Idaho,133000.0,71,9443000.0,1700000.0,0.52,4910000.0,0.0,-8.3,5.4,4.5,15.1
ID,1994,Idaho,127000.0,59,7493000.0,1274000.0,0.52,3896000.0,52.7,-5.0,5.9,6.4,19.3
ID,1995,Idaho,125000.0,48,6000000.0,1020000.0,0.69,4140000.0,182.1,-4.1,4.5,6.0,17.2
ID,1996,Idaho,110000.0,45,4950000.0,1535000.0,0.88,4356000.0,1107.7,-5.5,5.4,5.7,19.2
ID,1997,Idaho,120000.0,64,7680000.0,2304000.0,0.72,5530000.0,2210.1,-5.6,4.5,5.8,18.0
ID,1998,Idaho,120000.0,50,6000000.0,2220000.0,0.65,3900000.0,2116.3,-6.0,5.4,6.4,20.3
ID,1999,Idaho,120000.0,48,5760000.0,3110000.0,0.59,3398000.0,906.8,-4.2,5.5,6.1,18.2
ID,2000,Idaho,100000.0,47,4700000.0,2679000.0,0.52,2444000.0,4524.8,-5.1,6.7,6.2,19.0
ID,2001,Idaho,100000.0,46,4600000.0,1610000.0,0.67,3082000.0,2765.5,-6.2,5.4,6.4,19.9
ID,2002,Idaho,100000.0,57,5700000.0,1653000.0,1.37,7809000.0,3489.4,-5.6,4.8,5.8,20.4
ID,2003,Idaho,100000.0,46,4600000.0,1380000.0,1.33,6118000.0,4203.8,-3.4,6.8,7.1,21.2
ID,2004,Idaho,100000.0,63,6300000.0,2520000.0,1.02,6426000.0,4566.5,-6.0,6.7,6.4,18.9
ID,2005,Idaho,95000.0,37,3515000.0,1793000.0,0.8,2812000.0,5597.9,-5.8,6.1,6.1,19.3
ID,2006,Idaho,95000.0,44,4180000.0,2592000.0,0.97,4055000.0,7928.9,-4.7,5.7,6.4,21.1
ID,2007,Idaho,92000.0,41,3772000.0,1848000.0,1.15,4338000.0,10923.7,-7.1,5.8,6.7,22.1
ID,2008,Idaho,90000.0,40,3600000.0,1440000.0,1.46,5256000.0,18230.0,-7.6,4.4,5.5,19.1
ID,2009,Idaho,103000.0,46,4738000.0,1706000.0,1.52,7202000.0,28885.5,-7.6,4.1,5.7,18.7
ID,2010,Idaho,97000.0,27,2619000.0,1179000.0,1.61,4217000.0,30260.6,-3.9,5.4,5.9,17.8
ID,2011,Idaho,87000.0,36,3132000.0,1879000.0,1.78,5575000.0,31885.0,-5.2,4.6,5.4,18.8
ID,2012,Idaho,92000.0,32,2944000.0,530000.0,1.63,4799000.0,43390.3,-4.0,6.4,7.0,20.2
ID,2013,Idaho,83000.0,32,2656000.0,1036000.0,2.02,5365000.0,39581.2,-7.3,10.6,8.5,20.7
IL,1991,Illinois,21000.0,52,1092000.0,393000.0,0.79,863000.0,0.0,-4.5,13.4,12.4,25.0
IL,1992,Illinois,16000.0,53,848000.0,237000.0,0.88,746000.0,0.0,-0.4,11.5,11.4,23.2
IL,1993,Illinois,15000.0,48,720000.0,252000.0,0.96,691000.0,0.0,-2.6,10.5,10.8,25.1
IL,1994,Illinois,13000.0,80,1040000.0,468000.0,1.04,1082000.0,0.0,-6.6,12.9,11.4,23.7
IL,1995,Illinois,11000.0,74,814000.0,212000.0,1.13,920000.0,50.0,-3.2,11.7,11.2,26.5
IL,1996,Illinois,11000.0,74,814000.0,285000.0,1.35,1099000.0,69.8,-4.1,11.2,10.4,23.6
IL,1997,Illinois,7000.0,69,483000.0,222000.0,1.27,613000.0,143.2,-5.5,10.9,10.9,24.5
IL,1998,Illinois,9000.0,71,639000.0,204000.0,1.19,760000.0,200.9,0.2,12.8,13.2,24.6
IL,1999,Illinois,9000.0,66,594000.0,327000.0,1.15,683000.0,231.0,-3.6,12.7,12.3,26.4
IL,2000,Illinois,8000.0,61,488000.0,146000.0,1.17,571000.0,416.4,-7.6,12.9,11.6,24.2
IL,2001,Illinois,6000.0,76,456000.0,251000.0,1.58,720000.0,650.8,-3.1,13.4,12.2,24.9
IL,2002,Illinois,9000.0,80,720000.0,130000.0,1.47,1058000.0,309.4,0.4,11.8,12.1,26.2
IL,2003,Illinois,7000.0,60,420000.0,252000.0,1.83,769000.0,858.6,-4.8,12.4,11.3,24.7
IL,2004,Illinois,7000.0,55,385000.0,193000.0,1.86,716000.0,49024.5,-3.9,12.9,11.8,23.2
IL,2005,Illinois,8000.0,85,680000.0,408000.0,1.84,1251000.0,59397.5,-2.9,13.3,12.4,25.1
IL,2006,Illinois,10000.0,66,660000.0,356000.0,2.14,1412000.0,50798.7,-0.4,12.6,12.6,25.6
IL,2007,Illinois,9000.0,63,567000.0,374000.0,2.49,1412000.0,80607.6,-5.4,13.0,12.4,26.2
IL,2008,Illinois,8000.0,56,448000.0,116000.0,2.59,1160000.0,111509.8,-3.1,11.8,10.8,24.1
IL,2009,Illinois,8000.0,34,272000.0,57000.0,2.55,694000.0,129031.6,-6.1,10.7,11.1,22.9
IL,2010,Illinois,9000.0,41,369000.0,92000.0,2.78,1026000.0,188107.4,-5.3,14.5,12.0,25.8
IL,2011,Illinois,7000.0,50,350000.0,98000.0,3.9,1365000.0,227276.1,-4.8,12.6,12.1,27.1
IL,2012,Illinois,7000.0,61,427000.0,145000.0,3.55,1516000.0,309854.0,0.1,12.9,13.5,28.2
IL,2013,Illinois,7000.0,48,336000.0,101000.0,4.19,1408000.0,333325.6,-1.3,18.0,13.0,23.3
IN,1991,Indiana,21000.0,50,1050000.0,368000.0,0.68,714000.0,0.0,-2.9,13.4,12.5,24.9
IN,1992,Indiana,15000.0,31,465000.0,186000.0,0.72,335000.0,0.0,-0.6,11.1,11.2,23.1
IN,1993,Indiana,12000.0,66,792000.0,364000.0,0.7,554000.0,0.0,-2.7,10.5,10.9,25.3
IN,1994,Indiana,13000.0,54,702000.0,204000.0,0.71,498000.0,0.0,-6.2,12.6,11.3,23.7
IN,1995,Indiana,12000.0,63,756000.0,166000.0,0.72,544000.0,81.3,-2.2,11.8,11.3,26.2
IN,1996,Indiana,9000.0,75,675000.0,412000.0,1.03,695000.0,617.8,-3.5,11.1,10.5,23.4
IN,1997,Indiana,8000.0,71,568000.0,352000.0,1.13,642000.0,414.7,-4.5,10.6,10.8,24.0
IN,1998,Indiana,9000.0,92,828000.0,489000.0,0.85,704000.0,93.1,1.7,12.6,13.2,23.9
IN,1999,Indiana,10000.0,81,810000.0,437000.0,0.9,729000.0,458.3,-2.5,12.4,12.3,26.3
IN,2000,Indiana,8000.0,65,520000.0,286000.0,1.03,536000.0,228.9,-6.7,12.6,11.4,23.0
IN,2001,Indiana,7000.0,76,532000.0,186000.0,0.92,489000.0,393.3,-2.6,13.2,12.3,24.0
IN,2002,Indiana,8000.0,62,496000.0,233000.0,1.19,590000.0,285.9,0.0,12.0,12.3,25.9
IN,2003,Indiana,5000.0,56,280000.0,78000.0,1.66,465000.0,576.3,-5.3,12.1,11.2,24.0
IN,2004,Indiana,7000.0,59,413000.0,145000.0,1.47,607000.0,24730.9,-3.8,12.6,11.8,23.1
IN,2005,Indiana,8000.0,64,512000.0,189000.0,1.18,604000.0,48550.7,-2.6,13.0,12.1,24.8
IN,2006,Indiana,7000.0,54,378000.0,125000.0,1.58,597000.0,42630.8,0.0,12.3,12.4,24.9
IN,2007,Indiana,8000.0,53,424000.0,119000.0,1.5,636000.0,62480.4,-6.2,13.1,12.4,25.7
IN,2008,Indiana,7000.0,67,469000.0,150000.0,1.68,788000.0,50642.4,-2.0,12.0,11.1,23.8
IN,2009,Indiana,9000.0,32,288000.0,101000.0,2.02,582000.0,66226.2,-5.6,10.9,11.2,22.7
IN,2010,Indiana,10000.0,43,430000.0,151000.0,2.23,959000.0,105513.8,-4.3,14.1,12.0,25.5
IN,2011,Indiana,8000.0,51,408000.0,147000.0,2.14,873000.0,125374.3,-4.3,12.3,12.2,26.8
IN,2012,Indiana,8000.0,59,472000.0,203000.0,2.54,1199000.0,180853.6,0.4,12.5,13.3,27.5
IN,2013,Indiana,6000.0,47,282000.0,82000.0,2.77,781000.0,184126.7,-0.9,18.6,13.1,23.1
KS,1991,Kansas,35000.0,52,1820000.0,291000.0,0.6,1092000.0,0.0,-3.2,13.7,13.4,27.0
KS,1992,Kansas,28000.0,58,1624000.0,244000.0,0.59,958000.0,0.0,-1.1,13.2,12.6,24.5
KS,1993,Kansas,23000.0,57,1311000.0,891000.0,0.56,734000.0,0.0,-3.7,11.2,11.4,25.8
KS,1994,Kansas,19000.0,47,893000.0,214000.0,0.72,643000.0,0.0,-1.6,13.2,13.0,25.4
KS,1995,Kansas,17000.0,67,1139000.0,182000.0,0.89,1014000.0,24.4,-0.4,12.0,12.5,27.2
KS,1996,Kansas,16000.0,51,816000.0,294000.0,0.94,767000.0,7.6,-2.7,12.9,12.0,25.3
KS,1997,Kansas,17000.0,71,1207000.0,688000.0,0.81,978000.0,156.7,-1.8,11.7,12.3,26.2
KS,1998,Kansas,16000.0,46,736000.0,390000.0,0.87,640000.0,20.1,0.5,13.0,13.8,26.9
KS,1999,Kansas,13000.0,67,871000.0,854000.0,1.11,967000.0,22.6,-0.0,12.9,13.6,27.4
KS,2000,Kansas,15000.0,68,1020000.0,520000.0,0.91,928000.0,28.7,-4.2,13.8,13.3,28.7
KS,2001,Kansas,13000.0,51,663000.0,530000.0,0.96,636000.0,46.9,-0.8,14.1,13.5,28.8
KS,2002,Kansas,17000.0,52,884000.0,407000.0,1.5,1326000.0,108.3,1.1,12.1,13.2,27.6
KS,2003,Kansas,16000.0,57,912000.0,447000.0,1.41,1286000.0,121.6,-0.2,14.2,13.1,28.2
KS,2004,Kansas,14000.0,80,1120000.0,683000.0,1.18,1322000.0,21711.5,-0.8,13.7,13.1,24.5
KS,2005,Kansas,16000.0,50,800000.0,328000.0,1.05,840000.0,19101.3,-1.1,13.6,13.5,26.5
KS,2006,Kansas,14000.0,55,770000.0,246000.0,1.17,901000.0,26332.0,1.5,14.2,14.1,27.8
KS,2007,Kansas,14000.0,40,560000.0,196000.0,1.18,661000.0,28056.8,-2.7,13.3,13.1,27.9
KS,2008,Kansas,10000.0,61,610000.0,128000.0,1.55,946000.0,36639.9,-1.2,11.8,12.3,26.4
KS,2009,Kansas,9000.0,63,567000.0,164000.0,1.85,1049000.0,59700.2,-3.0,10.4,12.3,24.8
KS,2010,Kansas,9000.0,52,468000.0,103000.0,2.02,945000.0,55371.6,-2.6,14.9,13.2,27.1
KS,2011,Kansas,7000.0,44,308000.0,117000.0,2.15,662000.0,73639.1,-2.5,13.7,13.2,29.9
KS,2012,Kansas,6000.0,55,330000.0,125000.0,2.28,752000.0,115430.2,1.5,14.2,14.8,29.7
KS,2013,Kansas,6000.0,46,276000.0,39000.0,2.5,690000.0,130408.6,0.2,17.8,14.6,25.7
KY,1991,Kentucky,7000.0,25,175000.0,88000.0,0.96,168000.0,0.0,1.2,15.0,14.4,25.8
KY,1992,Kentucky,4000.0,30,120000.0,54000.0,0.74,89000.0,0.0,2.1,13.2,13.2,24.9
KY,1993,Kentucky,4000.0,60,240000.0,89000.0,0.84,202000.0,0.0,1.2,12.4,13.1,26.8
KY,1994,Kentucky,3000.0,54,162000.0,57000.0,0.98,159000.0,0.0,-2.8,14.4,13.3,24.8
KY,1995,Kentucky,3000.0,44,132000.0,30000.0,1.02,135000.0,78.8,1.1,14.0,13.3,26.8
KY,1996,Kentucky,3000.0,60,180000.0,23000.0,1.28,230000.0,34.5,0.1,12.9,12.7,24.2
KY,1997,Kentucky,3000.0,60,180000.0,54000.0,1.48,266000.0,1370.3,0.1,12.2,12.9,25.2
KY,1998,Kentucky,3000.0,50,150000.0,51000.0,1.4,210000.0,3317.9,4.8,14.1,14.9,25.0
KY,1999,Kentucky,3000.0,50,150000.0,12000.0,1.24,186000.0,4566.6,2.9,14.4,14.3,26.9
KY,2000,Kentucky,4000.0,48,192000.0,54000.0,1.35,259000.0,3284.7,-2.9,14.1,13.5,24.3
KY,2001,Kentucky,4000.0,78,312000.0,125000.0,1.41,440000.0,2705.4,-0.1,14.7,14.0,25.2
KY,2002,Kentucky,5000.0,54,270000.0,78000.0,1.63,440000.0,3000.1,2.7,14.7,14.2,26.4
KY,2003,Kentucky,5000.0,48,240000.0,14000.0,1.67,401000.0,2330.4,-1.9,14.3,13.3,25.0
KY,2004,Kentucky,5000.0,56,280000.0,34000.0,1.96,549000.0,5523.5,0.3,14.6,13.9,24.1
KY,2005,Kentucky,5000.0,50,250000.0,40000.0,2.08,520000.0,4193.3,0.8,14.4,14.1,26.1
KY,2006,Kentucky,5000.0,56,280000.0,70000.0,2.19,613000.0,9809.5,2.3,14.3,14.1,25.7
KY,2007,Kentucky,4000.0,61,244000.0,54000.0,2.12,517000.0,13924.8,-1.3,14.6,14.6,27.7
KY,2008,Kentucky,4000.0,39,156000.0,27000.0,2.44,381000.0,12936.8,0.8,13.7,13.3,24.6
KY,2009,Kentucky,5000.0,35,175000.0,25000.0,2.71,474000.0,17240.5,-1.0,12.9,13.3,23.9
KY,2010,Kentucky,5000.0,67,335000.0,67000.0,2.72,911000.0,28909.9,-1.5,15.4,13.7,26.4
KY,2011,Kentucky,4000.0,39,156000.0,12000.0,3.17,495000.0,35711.5,-1.0,14.3,14.2,27.1
KY,2012,Kentucky,5000.0,51,255000.0,41000.0,3.15,803000.0,40419.9,3.7,14.5,15.0,27.6
KY,2013,Kentucky,3000.0,41,123000.0,17000.0,3.25,400000.0,51718.0,2.7,18.9,14.9,24.0
LA,1991,Louisiana,40000.0,70,2800000.0,168000.0,0.53,1484000.0,0.0,8.9,20.8,19.7,28.1
LA,1992,Louisiana,45000.0,107,4815000.0,385000.0,0.51,2456000.0,0.0,9.3,19.2,19.1,28.0
LA,1993,Louisiana,47000.0,86,4042000.0,1213000.0,0.52,2102000.0,0.0,10.6,18.1,19.0,28.9
LA,1994,Louisiana,35000.0,98,3430000.0,515000.0,0.46,1578000.0,0.0,8.6,20.0,19.5,27.3
LA,1995,Louisiana,33000.0,119,3927000.0,275000.0,0.63,2474000.0,945.9,10.5,19.5,19.7,29.1
LA,1996,Louisiana,37000.0,106,3922000.0,784000.0,0.83,3255000.0,1406.4,9.7,19.0,19.3,28.2
LA,1997,Louisiana,44000.0,115,5060000.0,759000.0,0.7,3542000.0,493.8,9.7,18.8,19.2,28.6
LA,1998,Louisiana,41000.0,111,4551000.0,865000.0,0.59,2685000.0,433.8,12.1,19.9,20.6,29.9
LA,1999,Louisiana,48000.0,114,5472000.0,821000.0,0.49,2681000.0,628.4,10.9,20.6,20.3,29.6
LA,2000,Louisiana,43000.0,94,4042000.0,1334000.0,0.52,2102000.0,2964.7,6.8,19.4,19.9,29.4
LA,2001,Louisiana,45000.0,106,4770000.0,572000.0,0.6,2862000.0,3264.2,7.8,19.9,19.6,28.4
LA,2002,Louisiana,35000.0,124,4340000.0,347000.0,1.16,5034000.0,1605.8,10.0,21.2,19.7,28.3
LA,2003,Louisiana,34000.0,90,3060000.0,275000.0,1.24,3794000.0,2574.4,7.9,20.0,19.5,28.4
LA,2004,Louisiana,35000.0,98,3430000.0,240000.0,0.79,2710000.0,13017.1,9.8,21.3,19.9,27.8
LA,2005,Louisiana,35000.0,97,3395000.0,611000.0,0.72,2444000.0,9497.4,9.9,19.5,20.1,29.0
LA,2006,Louisiana,30000.0,90,2700000.0,675000.0,0.9,2430000.0,20781.5,10.8,21.2,20.2,29.1
LA,2007,Louisiana,29000.0,89,2581000.0,413000.0,1.08,2787000.0,15299.3,9.9,19.5,20.0,29.3
LA,2008,Louisiana,40000.0,77,3080000.0,493000.0,1.36,4189000.0,26733.7,9.3,19.3,19.6,28.6
LA,2009,Louisiana,37000.0,103,3811000.0,610000.0,1.36,5183000.0,24195.4,9.2,19.3,19.7,28.4
LA,2010,Louisiana,36000.0,80,2880000.0,288000.0,1.5,4320000.0,28646.6,7.4,20.3,19.5,29.8
LA,2011,Louisiana,36000.0,77,2772000.0,471000.0,1.67,4629000.0,46751.7,8.4,20.4,20.2,30.7
LA,2012,Louisiana,41000.0,86,3526000.0,141000.0,1.83,6453000.0,45566.9,13.1,20.5,20.8,28.3
LA,2013,Louisiana,50000.0,98,4900000.0,490000.0,1.89,9261000.0,37552.1,11.7,22.4,21.0,28.1
MD,1991,Maryland,7000.0,25,175000.0,60000.0,1.12,196000.0,0.0,1.8,13.5,13.9,25.6
MD,1992,Maryland,6000.0,23,138000.0,51000.0,0.99,137000.0,0.0,2.1,11.6,12.2,24.4
MD,1993,Maryland,7000.0,27,189000.0,77000.0,1.47,278000.0,0.0,0.1,12.0,12.6,25.9
MD,1994,Maryland,7000.0,36,252000.0,83000.0,1.08,272000.0,0.0,-2.9,13.6,12.7,25.4
MD,1995,Maryland,7000.0,35,245000.0,81000.0,1.03,252000.0,361.9,0.2,13.4,12.7,25.6
MD,1996,Maryland,7000.0,32,224000.0,40000.0,1.21,271000.0,864.0,-0.4,12.7,12.1,23.3
MD,1997,Maryland,6000.0,40,240000.0,65000.0,1.59,382000.0,475.1,0.9,12.0,12.6,24.5
MD,1998,Maryland,7000.0,44,308000.0,92000.0,1.1,339000.0,474.7,4.8,13.5,14.2,24.4
MD,1999,Maryland,6000.0,46,276000.0,50000.0,1.64,453000.0,313.0,2.5,12.4,13.4,26.3
MD,2000,Maryland,6000.0,46,276000.0,52000.0,1.14,315000.0,318.2,-1.1,12.8,12.5,22.8
MD,2001,Maryland,4000.0,46,184000.0,55000.0,1.6,294000.0,339.5,0.4,13.1,13.2,24.7
MD,2002,Maryland,3000.0,46,138000.0,21000.0,1.96,270000.0,562.5,1.6,13.8,13.7,25.5
MD,2003,Maryland,2000.0,42,84000.0,21000.0,1.93,162000.0,268.0,-1.6,12.1,12.4,24.6
ME,1991,Maine,13000.0,42,546000.0,213000.0,0.69,377000.0,0.0,-10.7,6.5,5.6,18.7
ME,1992,Maine,15000.0,22,330000.0,122000.0,0.77,254000.0,0.0,-9.8,4.2,4.5,17.4
ME,1993,Maine,13000.0,50,650000.0,215000.0,0.68,442000.0,0.0,-13.3,4.7,4.6,18.7
ME,1994,Maine,8000.0,55,440000.0,172000.0,0.6,264000.0,0.0,-15.1,5.8,4.9,20.3
ME,1995,Maine,11000.0,45,495000.0,223000.0,0.97,480000.0,2092.3,-10.3,5.8,5.2,20.0
ME,1996,Maine,9000.0,23,207000.0,21000.0,1.06,219000.0,3235.5,-10.0,5.2,5.2,18.1
ME,1997,Maine,8000.0,19,152000.0,9000.0,0.7,106000.0,2408.3,-9.7,4.5,4.6,18.7
ME,1998,Maine,10000.0,26,260000.0,117000.0,0.69,179000.0,2915.3,-7.3,6.4,6.6,19.0
ME,1999,Maine,14000.0,22,308000.0,89000.0,0.83,256000.0,4802.6,-9.3,5.3,6.7,19.9
ME,2000,Maine,11000.0,21,231000.0,143000.0,0.75,173000.0,4299.4,-9.6,5.5,5.2,17.5
ME,2001,Maine,11000.0,20,220000.0,106000.0,0.79,174000.0,3353.3,-9.6,6.0,6.1,19.6
ME,2002,Maine,11000.0,41,451000.0,266000.0,1.21,546000.0,4961.0,-6.2,5.1,5.6,19.3
ME,2003,Maine,8000.0,33,264000.0,145000.0,1.41,372000.0,5262.8,-12.4,4.7,4.9,19.0
ME,2004,Maine,7000.0,31,217000.0,37000.0,1.28,278000.0,5202.1,-14.1,5.9,4.8,18.3
ME,2005,Maine,8000.0,26,208000.0,193000.0,1.66,345000.0,3106.7,-11.3,6.8,5.7,19.3
ME,2006,Maine,11000.0,23,253000.0,86000.0,1.6,405000.0,3085.7,-7.2,6.5,6.8,20.4
ME,2007,Maine,9000.0,26,234000.0,59000.0,1.32,309000.0,2243.6,-11.1,6.4,5.1,18.3
ME,2008,Maine,7000.0,42,294000.0,79000.0,1.57,462000.0,6593.5,-7.5,6.2,5.6,19.8
ME,2009,Maine,6000.0,50,300000.0,51000.0,1.95,585000.0,5018.4,-13.1,5.5,5.2,19.1
ME,2010,Maine,5000.0,41,205000.0,33000.0,2.05,420000.0,4576.5,-6.3,7.3,7.2,20.7
ME,2011,Maine,4000.0,30,120000.0,17000.0,1.98,238000.0,5146.3,-8.8,6.5,6.2,19.8
ME,2012,Maine,4000.0,34,136000.0,24000.0,2.39,325000.0,3774.9,-7.4,7.3,6.8,19.9
ME,2013,Maine,7000.0,43,301000.0,27000.0,3.14,945000.0,3843.1,-8.8,11.6,7.5,20.3
MI,1991,Michigan,105000.0,73,7665000.0,2683000.0,0.57,4369000.0,0.0,-7.4,8.7,8.1,20.6
MI,1992,Michigan,95000.0,68,6460000.0,2067000.0,0.59,3811000.0,0.0,-4.4,6.2,6.7,17.4
MI,1993,Michigan,90000.0,77,6930000.0,2980000.0,0.57,3950000.0,0.0,-7.3,6.1,6.7,20.7
MI,1994,Michigan,90000.0,86,7740000.0,3870000.0,0.55,4257000.0,0.0,-11.9,8.4,7.0,19.9
MI,1995,Michigan,97000.0,92,8924000.0,3570000.0,0.78,6961000.0,1710.1,-6.7,7.1,7.2,22.2
MI,1996,Michigan,90000.0,96,8640000.0,4320000.0,1.01,8726000.0,6142.1,-7.9,6.4,6.2,20.1
MI,1997,Michigan,85000.0,70,5950000.0,3273000.0,0.77,4582000.0,3732.4,-7.5,6.8,6.8,19.9
MI,1998,Michigan,80000.0,85,6800000.0,3672000.0,0.66,4488000.0,5238.3,-3.4,9.0,9.4,20.9
MI,1999,Michigan,73000.0,85,6205000.0,3475000.0,0.66,4095000.0,3453.0,-7.4,8.1,8.4,22.3
MI,2000,Michigan,72000.0,75,5400000.0,2970000.0,0.6,3240000.0,5003.6,-8.3,8.3,7.6,19.3
