state,year,state_name,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,totalpest,tmin,tmedian,tmean,tmax
TN,1999,Tennessee,8000.0,51,408000.0,106000.0,1.3,530000.0,3196.2,5.4,15.6,15.4,26.7
TN,2000,Tennessee,9000.0,61,549000.0,104000.0,1.43,785000.0,3094.9,-0.7,14.8,14.7,25.5
TN,2001,Tennessee,8000.0,59,472000.0,131000.0,1.39,656000.0,2256.9,1.5,15.2,14.9,25.4
TN,2002,Tennessee,8000.0,61,488000.0,137000.0,1.4,683000.0,3021.4,4.2,16.2,15.1,26.4
TN,2003,Tennessee,6000.0,40,240000.0,46000.0,1.52,365000.0,2459.4,0.2,15.1,14.4,25.5
TN,2004,Tennessee,6000.0,54,324000.0,91000.0,1.73,561000.0,18142.9,2.8,15.7,14.9,24.7
TN,2005,Tennessee,7000.0,55,385000.0,92000.0,1.67,643000.0,18060.1,2.5,15.0,15.1,26.4
TN,2006,Tennessee,7000.0,55,385000.0,58000.0,1.84,708000.0,21587.1,3.6,15.5,15.2,26.5
TN,2007,Tennessee,7000.0,65,455000.0,114000.0,1.99,905000.0,19298.7,2.1,15.6,15.7,28.5
TN,2008,Tennessee,7000.0,61,427000.0,149000.0,2.09,892000.0,18619.7,2.3,14.4,14.5,25.3
TN,2009,Tennessee,7000.0,51,357000.0,86000.0,2.37,846000.0,28242.4,1.7,13.9,14.4,24.7
TN,2010,Tennessee,8000.0,63,504000.0,106000.0,2.5,1260000.0,30970.5,0.4,15.9,14.7,27.0
TN,2011,Tennessee,7000.0,44,308000.0,68000.0,2.93,902000.0,35930.5,1.2,15.2,15.2,27.1
TN,2012,Tennessee,6000.0,61,366000.0,59000.0,2.93,1072000.0,37826.2,5.8,15.7,16.0,27.4
TN,2013,Tennessee,7000.0,45,315000.0,63000.0,3.55,1118000.0,48882.7,4.8,18.8,15.9,24.2
TX,1991,Texas,140000.0,78,10920000.0,1201000.0,0.54,5897000.0,0.0,6.3,19.6,18.4,27.5
TX,1992,Texas,125000.0,85,10625000.0,1488000.0,0.52,5525000.0,0.0,7.4,18.9,18.2,27.7
TX,1993,Texas,105000.0,82,8610000.0,2755000.0,0.51,4391000.0,0.0,7.4,17.7,18.0,28.7
TX,1994,Texas,103000.0,74,7622000.0,2058000.0,0.5,3811000.0,2050.5,8.1,18.9,18.8,28.6
TX,1995,Texas,84000.0,106,8904000.0,1959000.0,0.67,5966000.0,5934.9,8.8,18.5,18.6,28.5
TX,1996,Texas,82000.0,83,6806000.0,1361000.0,0.85,5785000.0,3467.1,7.7,18.5,18.7,29.0
TX,1997,Texas,94000.0,106,9964000.0,3188000.0,0.75,7473000.0,3650.3,7.1,17.2,17.9,28.5
TX,1998,Texas,91000.0,77,7007000.0,1612000.0,0.62,4344000.0,6069.7,9.0,18.9,19.6,30.5
TX,1999,Texas,108000.0,81,8748000.0,2799000.0,0.64,5599000.0,19112.6,9.2,19.2,19.4,29.4
TX,2000,Texas,105000.0,79,8295000.0,2986000.0,0.57,4728000.0,8249.2,5.7,19.2,19.2,29.3
TX,2001,Texas,97000.0,79,7663000.0,1533000.0,0.65,4981000.0,18885.2,6.5,19.3,18.8,29.7
TX,2002,Texas,114000.0,67,7638000.0,985000.0,1.14,8707000.0,9609.9,8.5,19.5,18.5,28.6
TX,2003,Texas,140000.0,67,9380000.0,1126000.0,1.4,13132000.0,8402.1,7.8,19.5,18.8,28.6
TX,2004,Texas,116000.0,76,8816000.0,1411000.0,0.97,8552000.0,79487.5,8.5,19.5,18.6,27.4
TX,2005,Texas,84000.0,71,5964000.0,954000.0,0.86,5129000.0,70385.6,8.4,18.6,19.0,28.3
TX,2006,Texas,82000.0,70,5740000.0,976000.0,0.89,5109000.0,45393.8,8.9,20.4,19.6,28.9
TX,2007,Texas,105000.0,82,8610000.0,1550000.0,0.96,8266000.0,69853.0,5.7,18.5,18.3,28.0
TX,2008,Texas,77000.0,64,4928000.0,1380000.0,1.34,6604000.0,52012.0,7.7,18.6,18.7,28.5
TX,2009,Texas,89000.0,63,5607000.0,1065000.0,1.39,7794000.0,67502.9,6.1,18.1,18.8,29.2
TX,2010,Texas,100000.0,72,7200000.0,792000.0,1.51,10872000.0,75451.3,6.6,19.1,18.5,29.4
TX,2011,Texas,78000.0,58,4524000.0,633000.0,1.78,8053000.0,96401.8,7.1,20.4,19.7,31.4
TX,2012,Texas,92000.0,52,4784000.0,718000.0,2.0,9568000.0,126923.7,10.1,20.0,19.9,28.9
TX,2013,Texas,106000.0,59,6254000.0,1689000.0,2.1,13133000.0,142920.9,8.7,22.6,20.4,28.7
UT,1991,Utah,45000.0,34,1530000.0,199000.0,0.55,842000.0,0.0,-5.3,8.0,8.3,22.0
UT,1992,Utah,47000.0,56,2632000.0,632000.0,0.58,1527000.0,0.0,-5.1,11.2,9.1,21.1
UT,1993,Utah,42000.0,53,2226000.0,445000.0,0.55,1224000.0,0.0,-3.9,7.9,7.9,19.5
UT,1994,Utah,43000.0,59,2537000.0,1218000.0,0.53,1345000.0,0.0,-2.0,8.3,9.5,23.0
UT,1995,Utah,32000.0,33,1056000.0,232000.0,0.65,686000.0,646.9,-2.1,7.8,9.2,21.8
UT,1996,Utah,34000.0,46,1564000.0,328000.0,0.85,1329000.0,113.2,-2.2,8.2,9.5,23.1
UT,1997,Utah,32000.0,52,1664000.0,699000.0,0.75,1248000.0,141.6,-3.6,7.3,8.7,20.9
UT,1998,Utah,30000.0,58,1740000.0,557000.0,0.65,1131000.0,61.6,-3.0,7.3,8.7,22.8
UT,1999,Utah,26000.0,45,1170000.0,433000.0,0.68,796000.0,19.8,-2.2,8.2,9.2,21.7
UT,2000,Utah,24000.0,41,984000.0,462000.0,0.6,590000.0,88.7,-1.5,9.7,9.8,23.0
UT,2001,Utah,23000.0,38,874000.0,315000.0,0.65,568000.0,11.6,-4.3,9.5,9.7,22.3
UT,2002,Utah,22000.0,59,1298000.0,208000.0,1.3,1687000.0,45.9,-3.8,8.8,9.1,24.2
UT,2003,Utah,25000.0,57,1425000.0,157000.0,1.28,1824000.0,59.6,-1.3,9.9,10.0,24.7
UT,2004,Utah,24000.0,70,1680000.0,554000.0,1.1,1848000.0,179.0,-4.5,8.9,9.0,21.9
UT,2005,Utah,24000.0,45,1080000.0,346000.0,0.95,1026000.0,154.0,-2.0,8.7,9.3,23.4
UT,2006,Utah,26000.0,50,1300000.0,299000.0,0.98,1274000.0,130.8,-2.6,8.5,9.2,23.6
UT,2007,Utah,28000.0,42,1176000.0,270000.0,1.13,1329000.0,44.8,-5.5,9.0,9.7,24.3
UT,2008,Utah,28000.0,48,1344000.0,242000.0,1.57,2110000.0,283.0,-5.7,7.9,8.6,23.0
UT,2009,Utah,26000.0,38,988000.0,198000.0,1.46,1442000.0,340.9,-6.0,7.1,8.8,22.6
UT,2010,Utah,26000.0,30,780000.0,195000.0,1.53,1193000.0,595.8,-3.1,8.4,8.8,22.5
UT,2011,Utah,23000.0,39,897000.0,170000.0,1.75,1570000.0,626.7,-3.8,8.0,8.4,22.4
UT,2012,Utah,25000.0,38,950000.0,209000.0,1.87,1777000.0,1533.2,-2.6,9.8,10.2,22.7
UT,2013,Utah,30000.0,34,1020000.0,92000.0,2.09,2132000.0,1639.7,-6.5,13.1,11.0,23.4
VA,1991,Virginia,16000.0,33,528000.0,58000.0,0.72,380000.0,0.0,3.1,14.1,14.4,25.5
VA,1992,Virginia,13000.0,38,494000.0,84000.0,0.71,351000.0,0.0,3.2,12.5,13.0,24.8
VA,1993,Virginia,10000.0,54,540000.0,59000.0,0.81,437000.0,0.0,1.8,12.5,13.3,26.2
VA,1994,Virginia,11000.0,52,572000.0,109000.0,0.65,372000.0,0.0,-1.2,14.1,13.4,25.0
VA,1995,Virginia,9000.0,45,405000.0,97000.0,0.67,271000.0,1347.7,1.2,14.0,13.2,25.2
VA,1996,Virginia,7000.0,50,350000.0,119000.0,1.48,518000.0,756.3,0.8,13.3,12.7,23.6
VA,1997,Virginia,8000.0,53,424000.0,157000.0,1.45,615000.0,1444.6,2.0,12.3,13.0,24.7
VA,1998,Virginia,8000.0,37,296000.0,86000.0,1.33,394000.0,2842.2,5.2,14.0,14.6,24.7
VA,1999,Virginia,7000.0,35,245000.0,86000.0,1.17,287000.0,835.5,4.2,13.4,14.0,25.9
VA,2000,Virginia,7000.0,42,294000.0,103000.0,1.5,441000.0,1660.0,-0.7,13.5,13.2,23.2
VA,2001,Virginia,9000.0,52,468000.0,94000.0,1.26,590000.0,1708.9,1.6,13.7,13.7,24.5
VA,2002,Virginia,8000.0,38,304000.0,79000.0,1.9,578000.0,3320.8,2.5,14.7,14.2,25.5
VA,2003,Virginia,6000.0,37,222000.0,69000.0,1.68,373000.0,1206.1,-0.3,13.2,13.2,24.7
VA,2004,Virginia,7000.0,38,266000.0,69000.0,2.1,559000.0,3549.0,0.2,13.9,13.7,24.3
VA,2005,Virginia,8000.0,37,296000.0,59000.0,2.2,651000.0,3927.0,1.9,14.0,13.7,25.6
VA,2006,Virginia,8000.0,42,336000.0,114000.0,2.2,739000.0,8223.5,3.3,13.8,14.1,25.2
VA,2007,Virginia,6000.0,46,276000.0,63000.0,2.43,671000.0,8241.7,-0.0,14.7,14.2,25.9
VA,2008,Virginia,6000.0,42,252000.0,45000.0,2.42,610000.0,8360.8,2.4,13.3,13.6,24.3
VA,2009,Virginia,6000.0,39,234000.0,56000.0,3.45,807000.0,9561.8,0.4,13.3,13.3,24.5
VA,2010,Virginia,5000.0,37,185000.0,37000.0,3.32,614000.0,7700.5,-0.8,14.9,13.7,26.0
VA,2011,Virginia,4000.0,40,160000.0,21000.0,4.07,651000.0,14200.5,0.2,14.1,14.3,26.1
VA,2012,Virginia,4000.0,41,164000.0,23000.0,3.77,618000.0,13324.7,4.1,13.5,14.6,26.5
VA,2013,Virginia,5000.0,35,175000.0,42000.0,4.5,788000.0,15530.1,2.8,17.5,14.7,24.7
VT,1991,Vermont,6000.0,75,450000.0,198000.0,0.8,360000.0,0.0,-8.4,8.2,7.0,19.6
VT,1992,Vermont,6000.0,63,378000.0,200000.0,0.75,284000.0,0.0,-8.1,4.9,5.4,17.7
VT,1993,Vermont,6000.0,82,492000.0,216000.0,0.67,330000.0,0.0,-11.9,6.0,5.8,20.1
VT,1994,Vermont,5000.0,77,385000.0,189000.0,0.87,335000.0,0.0,-14.0,6.8,5.9,21.2
VT,1995,Vermont,5000.0,67,335000.0,131000.0,0.86,288000.0,10.4,-8.5,6.6,6.3,21.1
VT,1996,Vermont,4000.0,83,332000.0,93000.0,1.01,335000.0,510.2,-8.7,6.0,6.1,19.0
VT,1997,Vermont,5000.0,63,315000.0,249000.0,0.83,261000.0,68.3,-8.5,5.4,5.7,19.0
VT,1998,Vermont,6000.0,64,384000.0,207000.0,0.85,326000.0,3.2,-5.4,7.6,7.9,19.6
VT,1999,Vermont,6000.0,66,396000.0,222000.0,0.63,249000.0,14.4,-7.8,6.2,7.4,21.1
VT,2000,Vermont,7000.0,59,413000.0,211000.0,0.68,281000.0,41.6,-8.9,6.3,6.0,17.9
VT,2001,Vermont,7000.0,81,567000.0,249000.0,0.92,522000.0,69.8,-7.6,7.0,7.1,20.6
VT,2002,Vermont,7000.0,89,623000.0,274000.0,1.2,748000.0,39.7,-5.4,6.6,7.0,20.1
VT,2003,Vermont,7000.0,83,581000.0,163000.0,1.96,1139000.0,22.9,-11.6,5.4,5.9,20.2
VT,2004,Vermont,6000.0,68,408000.0,192000.0,1.51,616000.0,307.3,-13.0,6.7,6.0,19.3
VT,2005,Vermont,6000.0,91,546000.0,169000.0,1.12,612000.0,1319.7,-9.4,7.8,6.8,20.8
VT,2006,Vermont,6000.0,56,336000.0,144000.0,1.2,403000.0,683.0,-5.8,6.9,7.7,21.4
VT,2007,Vermont,5000.0,64,320000.0,96000.0,1.7,544000.0,1019.7,-10.1,7.5,6.2,18.9
VT,2008,Vermont,5000.0,66,330000.0,119000.0,2.2,726000.0,512.0,-6.1,7.2,6.6,20.3
VT,2009,Vermont,5000.0,49,245000.0,69000.0,2.01,492000.0,634.7,-11.2,6.6,6.2,19.6
VT,2010,Vermont,4000.0,65,260000.0,73000.0,3.1,806000.0,843.2,-6.4,8.1,7.8,21.7
VT,2011,Vermont,4000.0,43,172000.0,43000.0,2.31,397000.0,745.7,-8.6,7.4,7.3,21.1
VT,2012,Vermont,4000.0,60,240000.0,53000.0,2.39,574000.0,799.5,-5.6,8.2,8.2,20.9
VT,2013,Vermont,3000.0,51,153000.0,46000.0,3.89,595000.0,1978.5,-7.0,13.2,8.5,21.6
WA,1991,Washington,85000.0,42,3570000.0,678000.0,0.57,2035000.0,0.0,-2.3,7.6,8.3,18.7
WA,1992,Washington,80000.0,44,3520000.0,1197000.0,0.58,2042000.0,0.0,-2.8,8.9,9.2,18.3
WA,1993,Washington,60000.0,45,2700000.0,513000.0,0.61,1647000.0,0.0,-4.4,8.3,7.4,16.8
WA,1994,Washington,60000.0,62,3720000.0,1265000.0,0.54,2009000.0,943.2,-0.5,8.4,8.7,19.4
WA,1995,Washington,60000.0,59,3540000.0,637000.0,0.57,2018000.0,3186.6,-0.3,7.2,8.6,18.1
WA,1996,Washington,57000.0,58,3306000.0,1025000.0,0.9,2975000.0,4718.4,-2.3,7.7,7.5,19.1
WA,1997,Washington,60000.0,52,3120000.0,1498000.0,0.76,2371000.0,16320.3,-1.1,7.2,8.4,19.0
WA,1998,Washington,58000.0,51,2958000.0,1361000.0,0.64,1893000.0,24933.7,-1.2,7.9,9.1,20.4
WA,1999,Washington,52000.0,50,2600000.0,1170000.0,0.6,1560000.0,3698.9,0.9,7.3,8.2,18.5
WA,2000,Washington,52000.0,54,2808000.0,1151000.0,0.58,1629000.0,10588.6,-1.5,8.4,7.9,17.6
WA,2001,Washington,48000.0,52,2496000.0,1048000.0,0.72,1797000.0,6781.8,-0.3,7.1,8.3,18.8
WA,2002,Washington,50000.0,51,2550000.0,561000.0,1.27,3239000.0,9414.3,0.2,7.2,8.3,19.0
WA,2003,Washington,58000.0,56,3248000.0,942000.0,1.46,4742000.0,13587.0,-0.2,8.7,9.0,19.9
WA,2004,Washington,56000.0,63,3528000.0,1376000.0,0.98,3457000.0,15616.6,-1.4,9.1,9.1,19.7
WA,2005,Washington,51000.0,55,2805000.0,1935000.0,1.01,2833000.0,20763.1,-1.5,8.5,8.5,18.7
WA,2006,Washington,49000.0,52,2548000.0,1605000.0,1.24,3160000.0,13220.6,-0.8,8.0,8.7,19.8
WA,2007,Washington,46000.0,44,2024000.0,648000.0,1.25,2530000.0,21715.4,-2.1,7.4,8.3,20.2
WA,2008,Washington,49000.0,44,2156000.0,862000.0,1.51,3256000.0,16467.1,-3.2,6.5,7.7,18.1
WA,2009,Washington,62000.0,44,2728000.0,1064000.0,1.58,4310000.0,27783.0,-3.0,6.8,8.0,19.8
WA,2010,Washington,71000.0,37,2627000.0,1077000.0,1.57,4124000.0,30144.5,-0.1,8.1,8.4,18.0
WA,2011,Washington,71000.0,38,2698000.0,836000.0,1.93,5207000.0,39097.3,-0.6,6.6,7.6,18.4
WA,2012,Washington,62000.0,41,2542000.0,1017000.0,2.38,6050000.0,48557.1,-0.8,8.2,8.5,19.1
WA,2013,Washington,69000.0,39,2691000.0,1023000.0,2.3,6189000.0,45495.5,-1.8,12.3,10.6,19.7
WI,1991,Wisconsin,110000.0,67,7370000.0,1843000.0,0.56,4127000.0,0.0,-11.1,8.2,7.1,20.7
WI,1992,Wisconsin,105000.0,66,6930000.0,1525000.0,0.58,4019000.0,0.0,-6.0,6.4,6.5,17.8
WI,1993,Wisconsin,100000.0,82,8200000.0,4100000.0,0.59,4838000.0,0.0,-8.8,6.0,5.9,20.5
WI,1994,Wisconsin,75000.0,71,5325000.0,1864000.0,0.6,3195000.0,0.0,-14.9,8.4,6.6,19.8
WI,1995,Wisconsin,73000.0,79,5767000.0,2134000.0,0.7,4037000.0,894.0,-8.0,6.4,6.5,22.6
WI,1996,Wisconsin,69000.0,78,5382000.0,2422000.0,0.9,4844000.0,4545.6,-11.5,6.4,5.2,20.1
WI,1997,Wisconsin,79000.0,60,4740000.0,2797000.0,0.9,4266000.0,4965.0,-10.8,7.2,6.4,20.3
WI,1998,Wisconsin,89000.0,91,8099000.0,5264000.0,0.72,5831000.0,4283.2,-6.0,9.2,8.9,21.1
WI,1999,Wisconsin,80000.0,75,6000000.0,4560000.0,0.68,4080000.0,3660.9,-10.5,8.2,7.8,22.8
WI,2000,Wisconsin,84000.0,90,7560000.0,4385000.0,0.68,5141000.0,9522.6,-12.3,8.5,7.0,20.2
WI,2001,Wisconsin,67000.0,81,5427000.0,3419000.0,0.82,4450000.0,6313.5,-9.1,8.4,7.8,21.4
WI,2002,Wisconsin,70000.0,95,6650000.0,2461000.0,1.34,8911000.0,4335.7,-4.0,6.2,7.4,23.0
WI,2003,Wisconsin,74000.0,77,5698000.0,2678000.0,1.47,8376000.0,5214.2,-9.7,7.4,6.6,21.6
WI,2004,Wisconsin,68000.0,86,5848000.0,2632000.0,1.19,6959000.0,12601.9,-11.3,8.3,6.8,19.7
WI,2005,Wisconsin,64000.0,83,5312000.0,2922000.0,1.14,6056000.0,17162.5,-9.4,9.5,7.7,21.8
WI,2006,Wisconsin,64000.0,93,5952000.0,2500000.0,1.12,6666000.0,20180.0,-7.2,8.1,8.2,23.0
WI,2007,Wisconsin,60000.0,84,5040000.0,3024000.0,1.22,6149000.0,22908.3,-11.0,9.0,7.5,21.1
WI,2008,Wisconsin,58000.0,80,4640000.0,2366000.0,1.5,6960000.0,40569.4,-10.0,7.5,5.9,20.9
WI,2009,Wisconsin,63000.0,60,3780000.0,1588000.0,1.58,5972000.0,46176.9,-13.7,6.2,6.2,18.7
WI,2010,Wisconsin,64000.0,64,4096000.0,1556000.0,1.68,6881000.0,41770.4,-9.0,10.1,7.9,22.2
WI,2011,Wisconsin,57000.0,63,3591000.0,1508000.0,1.89,6787000.0,46319.7,-10.5,7.9,7.2,23.2
WI,2012,Wisconsin,60000.0,69,4140000.0,1863000.0,2.05,8487000.0,65194.8,-5.7,7.7,9.0,24.2
WI,2013,Wisconsin,59000.0,60,3540000.0,1558000.0,2.38,8425000.0,78048.2,-8.0,13.4,8.1,20.9
WV,1991,West Virginia,26000.0,24,624000.0,287000.0,0.87,543000.0,0.0,0.5,12.8,12.6,24.0
WV,1992,West Virginia,23000.0,55,1265000.0,759000.0,0.85,1075000.0,0.0,0.5,10.8,11.1,22.9
WV,1993,West Virginia,20000.0,37,740000.0,259000.0,1.11,821000.0,0.0,-0.6,10.8,11.4,24.3
WV,1994,West Virginia,20000.0,44,880000.0,414000.0,1.18,1038000.0,0.0,-4.4,12.2,11.4,23.3
WV,1995,West Virginia,13000.0,41,533000.0,48000.0,1.18,629000.0,322.0,-1.1,11.9,11.3,24.4
WV,1996,West Virginia,10000.0,59,590000.0,207000.0,1.59,938000.0,515.4,-1.3,11.4,10.8,21.8
WV,1997,West Virginia,8000.0,70,560000.0,280000.0,1.11,622000.0,144.8,-0.5,10.2,11.0,22.9
WV,1998,West Virginia,6000.0,55,330000.0,155000.0,1.14,376000.0,120.7,3.4,12.2,12.9,22.8
WV,1999,West Virginia,6000.0,39,234000.0,152000.0,1.09,255000.0,251.2,1.4,12.1,12.2,25.0
WV,2000,West Virginia,7000.0,54,378000.0,234000.0,1.22,461000.0,130.0,-3.3,12.0,11.5,21.7
WV,2001,West Virginia,7000.0,65,455000.0,410000.0,1.42,646000.0,62.0,-1.1,12.3,12.0,23.2
WV,2002,West Virginia,9000.0,51,459000.0,151000.0,1.32,606000.0,82.3,0.6,12.7,12.4,24.1
WV,2003,West Virginia,8000.0,47,376000.0,194000.0,1.89,711000.0,185.9,-3.2,11.8,11.4,23.2
WV,2004,West Virginia,9000.0,55,495000.0,183000.0,1.41,698000.0,412.5,-2.3,12.2,11.9,22.5
WV,2005,West Virginia,8000.0,51,408000.0,102000.0,1.29,526000.0,609.3,-0.7,12.5,12.0,24.2
WV,2006,West Virginia,6000.0,42,252000.0,68000.0,2.02,509000.0,683.9,0.9,12.1,12.2,23.6
WV,2007,West Virginia,6000.0,48,288000.0,95000.0,2.09,602000.0,849.5,-4.0,12.8,12.3,24.5
WV,2008,West Virginia,6000.0,43,258000.0,49000.0,2.16,557000.0,791.2,-0.2,11.9,11.5,22.5
WV,2009,West Virginia,5000.0,37,185000.0,33000.0,2.6,481000.0,921.7,-2.6,11.2,11.4,22.6
WV,2010,West Virginia,5000.0,40,200000.0,40000.0,2.39,478000.0,866.3,-3.1,13.1,11.7,24.2
WV,2011,West Virginia,4000.0,53,212000.0,45000.0,2.57,545000.0,1216.0,-2.4,12.3,12.4,24.8
WV,2012,West Virginia,6000.0,48,288000.0,95000.0,2.91,838000.0,1751.5,1.8,11.8,12.9,25.0
WV,2013,West Virginia,6000.0,46,276000.0,83000.0,3.66,1010000.0,1631.8,0.3,16.6,13.0,23.2
WY,1991,Wyoming,41000.0,52,2132000.0,192000.0,0.55,1173000.0,0.0,-8.2,4.4,5.6,18.9
WY,1992,Wyoming,41000.0,70,2870000.0,287000.0,0.54,1550000.0,0.0,-8.5,7.2,6.0,16.8
WY,1993,Wyoming,34000.0,55,1870000.0,393000.0,0.53,991000.0,0.0,-8.3,4.4,4.1,15.9
WY,1994,Wyoming,46000.0,69,3174000.0,667000.0,0.58,1841000.0,0.0,-6.4,5.2,6.2,19.2
WY,1995,Wyoming,38000.0,36,1368000.0,150000.0,0.73,999000.0,0.0,-5.1,3.7,5.5,19.2
WY,1996,Wyoming,40000.0,73,2920000.0,526000.0,0.9,2628000.0,0.0,-8.0,4.9,5.2,19.2
WY,1997,Wyoming,38000.0,62,2356000.0,660000.0,0.75,1767000.0,52.3,-7.3,3.7,5.3,18.0
WY,1998,Wyoming,46000.0,60,2760000.0,524000.0,0.68,1877000.0,91.2,-5.9,5.2,6.0,20.2
WY,1999,Wyoming,37000.0,72,2664000.0,746000.0,0.61,1625000.0,23.2,-4.0,5.7,6.4,19.1
WY,2000,Wyoming,39000.0,93,3627000.0,798000.0,0.59,2140000.0,44.5,-7.0,6.1,6.1,20.2
WY,2001,Wyoming,38000.0,77,2926000.0,468000.0,0.65,1902000.0,193.1,-6.4,5.7,6.4,20.5
WY,2002,Wyoming,38000.0,63,2394000.0,383000.0,1.33,3184000.0,67.4,-6.3,3.8,5.4,21.2
WY,2003,Wyoming,39000.0,81,3159000.0,474000.0,1.41,4454000.0,54.1,-6.2,7.2,6.4,21.4
WY,2004,Wyoming,39000.0,75,2925000.0,380000.0,1.1,3218000.0,425.1,-5.8,6.1,6.0,18.3
WY,2005,Wyoming,40000.0,56,2240000.0,291000.0,0.89,1994000.0,386.9,-6.1,6.0,6.2,20.2
WY,2006,Wyoming,39000.0,85,3315000.0,497000.0,0.98,3249000.0,333.7,-5.7,5.7,6.4,21.4
WY,2007,Wyoming,43000.0,80,3440000.0,894000.0,1.0,3440000.0,396.8,-8.3,5.8,6.5,21.7
WY,2008,Wyoming,39000.0,61,2379000.0,381000.0,1.37,3259000.0,1294.0,-8.6,4.2,5.1,19.7
WY,2009,Wyoming,37000.0,48,1776000.0,391000.0,1.43,2540000.0,1508.1,-9.6,2.8,5.2,17.8
WY,2010,Wyoming,34000.0,36,1224000.0,282000.0,1.59,1946000.0,1548.1,-5.7,5.6,5.8,18.7
WY,2011,Wyoming,35000.0,54,1890000.0,265000.0,1.72,3251000.0,1192.5,-7.5,5.0,5.3,19.9
WY,2012,Wyoming,50000.0,51,2550000.0,459000.0,1.87,4769000.0,1875.2,-5.4,6.3,7.3,21.4
WY,2013,Wyoming,47000.0,66,3102000.0,558000.0,2.11,6545000.0,1523.0,-6.5,10.6,8.0,20.2
